chromosome,start,end,segmented_coverage
1,36540000,36660000,39
1,36660000,36770000,24
1,36770000,36860000,38
1,36860000,37610000,27
1,37610000,37700000,17
1,37700000,38610000,27
1,38610000,39360000,20
1,39360000,39590000,27
1,39590000,39950000,17
1,39950000,40450000,28
1,40450000,40760000,18
1,40760000,40820000,27
1,40820000,41090000,19
1,41090000,41140000,32
1,41140000,41230000,18
1,41230000,41310000,39
1,41310000,41500000,26
1,41500000,41530000,23
1,41530000,41720000,15
1,41720000,41780000,22
1,41780000,41820000,27
1,41820000,42020000,38
1,42020000,42280000,26
1,42280000,42590000,17
1,42590000,42640000,28
1,42640000,43170000,16
1,43170000,44000000,25
1,44000000,44090000,46
1,44090000,44190000,25
1,44190000,44320000,18
1,44320000,44360000,23
1,44360000,44500000,37
1,44500000,44680000,22
1,44680000,44730000,34
1,44730000,44960000,20
1,44960000,45050000,26
1,45050000,45320000,34
1,45320000,45350000,24
1,45350000,45940000,20
1,45940000,46050000,30
1,46050000,46630000,20
1,46630000,46860000,29
1,46860000,47040000,42
1,47040000,47090000,28
1,47090000,47630000,17
1,47630000,47710000,31
1,47710000,47870000,20
1,47870000,48220000,26
1,48220000,48290000,36
1,48290000,48540000,23
1,48540000,49190000,16
1,49190000,50680000,13
1,50680000,50910000,20
1,50910000,51080000,13
1,51080000,51660000,17
1,51660000,51760000,21
1,51760000,51810000,36
1,51810000,52330000,16
1,52330000,52870000,20
1,52870000,53000000,15
1,53000000,53060000,19
1,53060000,53220000,25
1,53220000,53300000,18
1,53300000,53400000,24
1,53400000,53530000,17
1,53530000,53600000,43
1,53600000,53730000,23
1,53730000,53880000,34
1,53880000,53930000,21
1,53930000,54180000,34
1,54180000,54440000,19
1,54440000,54490000,29
1,54490000,54570000,17
1,54570000,55330000,31
1,55330000,55440000,21
1,55440000,55540000,34
1,55540000,55640000,12
1,55640000,55870000,17
1,55870000,56080000,14
1,56080000,56750000,12
1,56750000,56870000,15
1,56870000,56980000,19
1,56980000,58840000,13
1,58840000,59540000,16
1,59540000,60530000,14
1,60530000,61060000,12
1,61060000,61370000,13
1,61370000,61550000,17
1,61550000,61920000,13
1,61920000,62170000,16
1,62170000,62220000,22
1,62220000,62590000,16
1,62590000,62910000,22
1,62910000,63120000,13
1,63120000,63270000,17
1,63270000,63740000,14
1,63740000,63860000,21
1,63860000,65420000,15
1,65420000,65760000,19
1,65760000,66260000,15
1,66260000,67500000,13
1,67500000,67820000,15
1,67820000,68060000,19
1,68060000,69030000,15
1,69030000,70630000,12
1,70630000,71350000,14
1,71350000,71870000,12
1,71870000,72740000,10
1,72740000,72760000,15
1,72760000,72810000,1
1,72810000,75320000,11
1,75320000,76650000,14
1,76650000,77320000,12
1,77320000,77960000,14
1,77960000,78410000,17
1,78410000,78960000,14
1,78960000,83590000,11
1,83590000,84600000,13
1,84600000,84680000,10
1,84680000,85960000,15
1,85960000,86010000,24
1,86010000,88150000,14
1,88150000,89030000,12
1,89030000,92000000,14
1,92000000,94030000,16
1,94030000,94240000,21
1,94240000,94440000,17
1,94440000,94590000,22
1,94590000,95030000,15
1,95030000,95610000,18
1,95610000,95710000,16
1,95710000,95980000,14
1,95980000,97370000,13
1,97370000,98630000,11
1,98630000,99970000,12
1,99970000,100210000,13
1,100210000,100860000,15
1,100860000,101680000,13
1,101680000,101830000,16
1,101830000,101930000,13
1,101930000,103790000,11
1,103790000,103860000,5
1,103860000,103910000,0
1,103910000,104010000,6
1,104010000,108340000,11
1,108340000,108660000,14
1,108660000,108780000,16
1,108780000,108860000,10
1,108860000,108940000,14
1,108940000,109000000,8
1,109000000,109490000,17
1,109490000,110580000,23
1,110580000,110790000,33
1,110790000,110890000,20
1,110890000,110970000,17
1,110970000,111180000,26
1,111180000,112260000,15
1,112260000,112590000,22
1,112590000,112670000,13
1,112670000,112990000,17
1,112990000,113060000,25
1,113060000,113220000,16
1,113220000,113270000,34
1,113270000,113440000,26
1,113440000,113600000,20
1,113600000,113630000,27
1,113630000,113810000,18
1,113810000,114350000,15
1,114350000,114520000,17
1,114520000,114790000,21
1,114790000,117110000,16
1,117110000,117530000,21
1,117530000,117980000,16
1,117980000,118100000,13
1,118100000,118230000,23
1,118230000,118370000,16
1,118370000,119520000,13
1,119520000,119550000,28
1,119550000,120250000,15
1,120250000,120300000,24
1,120300000,120530000,15
1,120530000,120700000,27
1,120700000,120750000,0
1,120750000,120940000,23
1,120940000,121080000,0
1,121080000,121490000,19
1,121490000,142530000,0
1,142530000,142730000,54
1,142730000,142780000,0
1,142780000,142970000,48
1,142970000,143110000,0
1,143110000,143300000,41
1,143300000,143340000,0
1,143340000,143550000,38
1,143550000,143640000,0
1,143640000,143780000,17
1,143780000,143870000,0
1,143870000,144720000,1
1,144720000,144810000,0
1,144810000,144980000,35
1,144980000,145090000,61
1,145090000,145400000,46
1,145400000,145620000,37
1,145620000,145750000,30
1,145750000,145830000,21
1,145830000,145880000,0
1,145880000,145940000,13
1,145940000,146040000,31
1,146040000,146100000,17
1,146100000,146170000,11
1,146170000,146210000,0
1,146210000,146260000,13
1,146260000,146300000,0
1,146300000,146390000,14
1,146390000,146580000,26
1,146580000,146970000,21
1,146970000,147430000,25
1,147430000,147480000,14
1,147480000,147540000,31
1,147540000,147640000,20
1,147640000,147700000,11
1,147700000,147880000,29
1,147880000,147990000,10
1,147990000,148030000,23
1,148030000,148170000,0
1,148170000,148370000,29
1,148370000,148510000,0
1,148510000,148690000,28
1,148690000,148740000,0
1,148740000,148840000,22
1,148840000,148960000,83
1,148960000,149000000,0
1,149000000,149460000,32
1,149460000,149510000,0
1,149510000,149650000,11
1,149650000,149930000,36
1,149930000,150120000,25
1,150120000,150460000,36
1,150460000,150590000,46
1,150590000,150820000,27
1,150820000,150930000,34
1,150930000,151380000,43
1,151380000,151770000,33
1,151770000,151830000,53
1,151830000,151890000,31
1,151890000,153310000,24
1,153310000,153990000,43
1,153990000,154240000,32
1,154240000,154560000,43
1,154560000,154680000,30
1,154680000,154890000,43
1,154890000,155300000,57
1,155300000,155900000,33
1,155900000,156930000,51
1,156930000,157190000,33
1,157190000,157500000,26
1,157500000,157890000,21
1,157890000,157930000,27
1,157930000,157960000,30
1,157960000,158070000,42
1,158070000,158120000,32
1,158120000,158350000,24
1,158350000,159070000,18
1,159070000,159140000,22
1,159140000,159190000,32
1,159190000,159750000,21
1,159750000,160190000,39
1,160190000,160320000,28
1,160320000,160400000,43
1,160400000,160740000,23
1,160740000,160960000,32
1,160960000,161210000,46
1,161210000,161290000,37
1,161290000,161350000,29
1,161350000,161410000,36
1,161410000,161460000,147
1,161460000,161590000,32
1,161590000,161750000,27
1,161750000,161930000,19
1,161930000,162000000,38
1,162000000,162320000,23
1,162320000,162550000,29
1,162550000,164420000,19
1,164420000,164770000,23
1,164770000,165040000,20
1,165040000,165320000,23
1,165320000,166140000,26
1,166140000,166400000,23
1,166400000,166740000,18
1,166740000,167020000,23
1,167020000,167100000,34
1,167100000,167380000,22
1,167380000,167460000,39
1,167460000,167710000,32
1,167710000,167940000,26
1,167940000,168040000,19
1,168040000,168420000,28
1,168420000,171320000,20
1,171320000,171770000,26
1,171770000,173700000,20
1,173700000,173870000,27
1,173870000,174210000,34
1,174210000,174980000,21
1,174980000,175140000,30
1,175140000,175620000,22
1,175620000,175750000,28
1,175750000,175830000,22
1,175830000,175870000,33
1,175870000,177640000,20
1,177640000,178060000,24
1,178060000,178440000,20
1,178440000,178520000,42
1,178520000,178740000,26
1,178740000,178810000,21
1,178810000,178900000,19
1,178900000,179110000,33
1,179110000,179710000,25
1,179710000,179810000,37
1,179810000,180120000,23
1,180120000,180240000,49
1,180240000,180860000,22
1,180860000,180940000,51
1,180940000,181070000,29
1,181070000,181190000,39
1,181190000,183580000,25
1,183580000,185170000,21
1,185170000,185870000,20
1,185870000,186130000,16
1,186130000,186470000,19
1,186470000,186670000,24
1,186670000,187200000,19
1,187200000,192430000,17
1,192430000,192650000,19
1,192650000,193410000,21
1,193410000,197740000,17
1,197740000,197900000,24
1,197900000,199790000,18
1,199790000,200840000,25
1,200840000,201710000,47
1,201710000,201850000,28
1,201850000,201970000,40
1,201970000,202210000,54
1,202210000,202350000,36
1,202350000,202550000,20
1,202550000,202990000,33
1,202990000,203320000,41
1,203320000,203420000,29
1,203420000,203660000,40
1,203660000,203760000,34
1,203760000,203960000,27
1,203960000,204000000,34
1,204000000,204250000,46
1,204250000,204940000,35
1,204940000,205050000,54
1,205050000,205210000,29
1,205210000,205320000,52
1,205320000,205400000,31
1,205400000,205570000,50
1,205570000,205930000,32
1,205930000,206070000,0
1,206070000,206340000,26
1,206340000,206480000,0
1,206480000,206560000,25
1,206560000,206920000,37
1,206920000,207070000,27
1,207070000,207140000,42
1,207140000,207700000,22
1,207700000,207750000,13
1,207750000,207970000,24
1,207970000,208070000,35
1,208070000,208130000,25
1,208130000,208430000,35
1,208430000,209570000,21
1,209570000,209780000,26
1,209780000,209830000,43
1,209830000,210080000,25
1,210080000,210360000,20
1,210360000,210560000,28
1,210560000,210820000,22
1,210820000,210980000,26
1,210980000,211040000,17
1,211040000,211620000,24
1,211620000,211910000,35
1,211910000,212020000,23
1,212020000,212110000,32
1,212110000,212290000,22
1,212290000,212430000,31
1,212430000,212550000,24
1,212550000,212700000,39
1,212700000,212780000,25
1,212780000,213040000,34
1,213040000,213080000,25
1,213080000,213160000,40
1,213160000,213550000,23
1,213550000,213600000,36
1,213600000,214440000,22
1,214440000,214810000,26
1,214810000,215880000,19
1,215880000,217190000,16
1,217190000,218430000,19
1,218430000,218830000,22
1,218830000,219890000,18
1,219890000,220210000,22
1,220210000,220310000,30
1,220310000,220410000,19
1,220410000,220670000,23
1,220670000,220850000,20
1,220850000,221080000,29
1,221080000,222600000,20
1,222600000,222730000,33
1,222730000,223190000,21
1,223190000,223750000,31
1,223750000,223800000,0
1,223800000,223880000,32
1,223880000,223950000,43
1,223950000,224350000,26
1,224350000,224440000,38
1,224440000,224940000,28
1,224940000,225570000,23
1,225570000,225670000,36
1,225670000,225890000,25
1,225890000,225990000,37
1,225990000,226170000,49
1,226170000,226270000,33
1,226270000,226330000,53
1,226330000,226760000,33
1,226760000,226850000,49
1,226850000,227130000,34
1,227130000,227180000,53
1,227180000,227420000,19
1,227420000,227510000,23
1,227510000,227770000,31
1,227770000,227910000,23
1,227910000,228740000,48
1,228740000,228790000,258
1,228790000,229580000,31
1,229580000,230180000,26
1,230180000,230380000,32
1,230380000,230540000,41
1,230540000,230830000,24
1,230830000,231050000,35
1,231050000,231130000,21
1,231130000,231460000,32
1,231460000,233110000,23
1,233110000,233160000,35
1,233160000,234320000,22
1,234320000,234830000,28
1,234830000,235190000,38
1,235190000,235240000,0
1,235240000,235350000,37
1,235350000,235460000,23
1,235460000,235610000,35
1,235610000,235710000,27
1,235710000,235820000,42
1,235820000,236020000,21
1,236020000,236240000,33
1,236240000,236340000,48
1,236340000,236440000,21
1,236440000,236710000,32
1,236710000,237300000,25
1,237300000,240020000,18
1,240020000,242070000,22
1,242070000,242230000,36
1,242230000,243030000,22
1,243030000,243120000,28
1,243120000,243210000,21
1,243210000,243280000,35
1,243280000,243400000,18
1,243400000,243530000,23
1,243530000,243630000,19
1,243630000,243710000,29
1,243710000,244040000,20
1,244040000,244360000,26
1,244360000,244560000,33
1,244560000,244870000,24
1,244870000,246000000,31
1,246000000,246620000,22
1,246620000,247640000,31
1,247640000,247810000,23
1,247810000,248000000,18
1,248000000,248080000,27
1,248080000,248850000,20
1,248850000,248910000,30
1,248910000,249050000,0
1,249050000,249250621,36
2,0,380000,33
2,380000,980000,43
2,980000,1480000,36
2,1480000,1880000,60
2,1880000,2040000,40
2,2040000,2320000,32
2,2320000,2500000,25
2,2500000,2880000,51
2,2880000,3030000,36
2,3030000,3530000,53
2,3530000,3580000,0
2,3580000,3730000,59
2,3730000,4030000,38
2,4030000,4210000,29
2,4210000,5020000,23
2,5020000,5110000,0
2,5110000,6890000,25
2,6890000,7270000,33
2,7270000,8420000,28
2,8420000,8530000,35
2,8530000,8630000,43
2,8630000,8820000,58
2,8820000,8860000,40
2,8860000,9230000,29
2,9230000,9570000,49
2,9570000,9770000,34
2,9770000,9830000,46
2,9830000,9960000,59
2,9960000,10140000,34
2,10140000,10700000,66
2,10700000,10830000,34
2,10830000,11320000,52
2,11320000,11490000,27
2,11490000,11700000,41
2,11700000,11910000,54
2,11910000,12080000,41
2,12080000,12320000,29
2,12320000,12480000,24
2,12480000,12530000,18
2,12530000,12710000,23
2,12710000,13020000,27
2,13020000,14880000,21
2,14880000,15780000,27
2,15780000,16280000,43
2,16280000,16330000,0
2,16330000,16980000,29
2,16980000,17780000,23
2,17780000,18220000,28
2,18220000,19190000,23
2,19190000,19240000,16
2,19240000,19500000,24
2,19500000,19870000,27
2,19870000,20090000,42
2,20090000,20270000,29
2,20270000,20450000,61
2,20450000,20570000,29
2,20570000,20710000,46
2,20710000,20880000,65
2,20880000,21520000,28
2,21520000,21690000,24
2,21690000,22920000,21
2,22920000,23170000,24
2,23170000,23540000,30
2,23540000,23700000,45
2,23700000,23930000,67
2,23930000,23950000,39
2,23950000,24050000,25
2,24050000,24130000,32
2,24130000,24450000,43
2,24450000,24540000,25
2,24540000,24720000,36
2,24720000,24790000,31
2,24790000,24970000,25
2,24970000,25040000,36
2,25040000,25150000,63
2,25150000,25220000,34
2,25220000,25330000,45
2,25330000,25610000,66
2,25610000,25900000,33
2,25900000,25950000,52
2,25950000,26100000,31
2,26100000,26280000,52
2,26280000,26360000,32
2,26360000,26420000,57
2,26420000,26670000,35
2,26670000,27040000,63
2,27040000,27240000,43
2,27240000,27680000,59
2,27680000,27750000,44
2,27750000,27930000,33
2,27930000,28030000,43
2,28030000,28140000,28
2,28140000,28380000,24
2,28380000,28530000,28
2,28530000,28930000,48
2,28930000,29190000,34
2,29190000,29300000,61
2,29300000,29420000,27
2,29420000,29480000,53
2,29480000,29580000,38
2,29580000,30310000,28
2,30310000,30410000,34
2,30410000,30600000,43
2,30600000,30680000,32
2,30680000,30870000,23
2,30870000,31000000,42
2,31000000,31120000,28
2,31120000,31540000,39
2,31540000,32220000,30
2,32220000,32320000,42
2,32320000,32480000,32
2,32480000,32600000,40
2,32600000,33310000,30
2,33310000,33600000,26
2,33600000,34130000,30
2,34130000,34230000,25
2,34230000,36310000,22
2,36310000,36790000,25
2,36790000,37470000,31
2,37470000,38060000,26
2,38060000,38590000,31
2,38590000,38770000,43
2,38770000,38850000,26
2,38850000,39050000,42
2,39050000,39200000,30
2,39200000,39260000,20
2,39260000,39330000,28
2,39330000,39450000,36
2,39450000,40070000,28
2,40070000,40320000,24
2,40320000,41540000,20
2,41540000,42090000,24
2,42090000,42400000,43
2,42400000,42560000,26
2,42560000,42870000,40
2,42870000,42980000,30
2,42980000,43470000,57
2,43470000,44210000,28
2,44210000,44330000,41
2,44330000,44430000,34
2,44430000,44490000,29
2,44490000,44530000,38
2,44530000,45010000,25
2,45010000,45160000,37
2,45160000,45270000,55
2,45270000,45310000,40
2,45310000,45480000,32
2,45480000,45590000,40
2,45590000,45860000,25
2,45860000,46800000,37
2,46800000,47020000,28
2,47020000,47180000,47
2,47180000,47320000,66
2,47320000,48020000,42
2,48020000,48740000,29
2,48740000,48820000,40
2,48820000,48900000,28
2,48900000,49220000,27
2,49220000,50120000,22
2,50120000,51230000,19
2,51230000,53480000,21
2,53480000,53710000,24
2,53710000,54180000,28
2,54180000,54250000,42
2,54250000,56070000,30
2,56070000,56520000,24
2,56520000,57220000,21
2,57220000,58840000,23
2,58840000,60180000,21
2,60180000,60490000,25
2,60490000,61110000,37
2,61110000,61360000,31
2,61360000,61410000,48
2,61410000,61580000,26
2,61580000,62160000,38
2,62160000,62400000,31
2,62400000,62710000,39
2,62710000,64480000,27
2,64480000,65050000,32
2,65050000,65900000,39
2,65900000,66890000,25
2,66890000,67870000,21
2,67870000,69370000,28
2,69370000,70160000,34
2,70160000,70570000,48
2,70570000,71090000,36
2,71090000,71240000,55
2,71240000,71320000,39
2,71320000,71680000,31
2,71680000,71950000,58
2,71950000,72390000,43
2,72390000,73040000,26
2,73040000,73110000,34
2,73110000,73530000,56
2,73530000,73920000,30
2,73920000,74190000,38
2,74190000,74640000,46
2,74640000,74790000,69
2,74790000,75160000,39
2,75160000,75970000,28
2,75970000,76480000,23
2,76480000,83920000,21
2,83920000,84470000,24
2,84470000,85040000,27
2,85040000,85500000,43
2,85500000,86030000,56
2,86030000,86310000,45
2,86310000,86450000,33
2,86450000,86570000,43
2,86570000,86660000,34
2,86660000,87010000,29
2,87010000,87200000,37
2,87200000,87430000,25
2,87430000,87560000,35
2,87560000,87670000,91
2,87670000,87720000,0
2,87720000,87990000,37
2,87990000,88140000,27
2,88140000,88260000,19
2,88260000,88850000,37
2,88850000,89180000,30
2,89180000,89640000,19
2,89640000,89830000,0
2,89830000,89870000,266
2,89870000,89890000,31
2,89890000,90040000,21
2,90040000,90270000,14
2,90270000,90320000,43
2,90320000,90370000,0
2,90370000,90550000,61
2,90550000,91590000,0
2,91590000,91740000,75
2,91740000,91850000,161
2,91850000,92050000,58
2,92050000,92220000,37
2,92220000,92280000,69
2,92280000,92330000,937
2,92330000,95320000,0
2,95320000,95640000,29
2,95640000,95730000,63
2,95730000,95920000,36
2,95920000,96100000,64
2,96100000,96310000,20
2,96310000,96510000,33
2,96510000,96670000,20
2,96670000,96830000,55
2,96830000,97420000,37
2,97420000,97670000,51
2,97670000,98140000,23
2,98140000,98200000,10
2,98200000,98260000,24
2,98260000,98360000,44
2,98360000,98410000,30
2,98410000,98610000,20
2,98610000,99560000,28
2,99560000,100130000,22
2,100130000,100270000,29
2,100270000,100740000,21
2,100740000,101140000,26
2,101140000,101330000,32
2,101330000,101390000,23
2,101390000,101560000,30
2,101560000,101620000,40
2,101620000,102330000,29
2,102330000,102550000,21
2,102550000,102890000,27
2,102890000,103500000,20
2,103500000,104870000,17
2,104870000,105220000,19
2,105220000,105430000,22
2,105430000,105510000,31
2,105510000,105720000,21
2,105720000,106970000,28
2,106970000,107060000,19
2,107060000,107140000,32
2,107140000,107210000,29
2,107210000,108410000,18
2,108410000,108540000,23
2,108540000,108880000,17
2,108880000,109520000,24
2,109520000,109560000,47
2,109560000,109990000,35
2,109990000,110110000,45
2,110110000,110250000,0
2,110250000,111040000,28
2,111040000,111160000,42
2,111160000,112020000,26
2,112020000,112190000,36
2,112190000,112420000,29
2,112420000,112520000,35
2,112520000,112640000,22
2,112640000,112850000,28
2,112850000,112890000,21
2,112890000,112950000,42
2,112950000,113180000,23
2,113180000,113490000,32
2,113490000,113920000,27
2,113920000,114050000,44
2,114050000,114790000,27
2,114790000,115070000,19
2,115070000,117780000,16
2,117780000,118320000,18
2,118320000,119430000,21
2,119430000,119520000,24
2,119520000,119870000,29
2,119870000,120020000,43
2,120020000,120500000,30
2,120500000,120960000,22
2,120960000,122110000,45
2,122110000,122140000,28
2,122140000,122230000,19
2,122230000,122330000,26
2,122330000,122790000,31
2,122790000,123000000,25
2,123000000,123430000,19
2,123430000,126910000,17
2,126910000,127330000,19
2,127330000,127410000,23
2,127410000,127800000,35
2,127800000,127870000,67
2,127870000,128060000,36
2,128060000,128150000,23
2,128150000,128200000,45
2,128200000,128290000,26
2,128290000,128320000,38
2,128320000,128440000,54
2,128440000,128480000,36
2,128480000,128530000,20
2,128530000,128690000,35
2,128690000,128810000,28
2,128810000,128850000,37
2,128850000,128950000,23
2,128950000,128980000,35
2,128980000,129390000,45
2,129390000,129600000,33
2,129600000,130460000,23
2,130460000,132600000,33
2,132600000,132760000,17
2,132760000,132810000,38
2,132810000,132950000,20
2,132950000,133000000,35
2,133000000,133050000,111
2,133050000,133130000,39
2,133130000,133430000,24
2,133430000,133660000,19
2,133660000,134290000,16
2,134290000,134560000,19
2,134560000,137260000,23
2,137260000,139790000,17
2,139790000,141740000,16
2,141740000,141830000,13
2,141830000,141960000,9
2,141960000,142020000,12
2,142020000,142240000,16
2,142240000,142870000,14
2,142870000,143090000,17
2,143090000,143860000,19
2,143860000,144540000,16
2,144540000,145510000,17
2,145510000,146860000,15
2,146860000,146910000,9
2,146910000,148930000,17
2,148930000,149700000,21
2,149700000,149790000,0
2,149790000,149900000,25
2,149900000,152110000,18
2,152110000,152310000,25
2,152310000,152800000,18
2,152800000,153230000,24
2,153230000,154890000,19
2,154890000,157050000,16
2,157050000,157170000,19
2,157170000,157320000,25
2,157320000,158400000,18
2,158400000,158890000,21
2,158890000,159500000,18
2,159500000,160150000,25
2,160150000,162450000,19
2,162450000,164990000,16
2,164990000,166850000,18
2,166850000,168660000,17
2,168660000,170180000,19
2,170180000,170610000,23
2,170610000,170730000,30
2,170730000,171450000,20
2,171450000,173330000,24
2,173330000,174140000,21
2,174140000,174330000,25
2,174330000,174550000,19
2,174550000,174760000,23
2,174760000,174830000,19
2,174830000,174930000,28
2,174930000,175110000,19
2,175110000,175210000,27
2,175210000,175540000,23
2,175540000,175660000,30
2,175660000,176930000,19
2,176930000,177060000,39
2,177060000,177870000,18
2,177870000,179390000,21
2,179390000,179420000,15
2,179420000,179510000,13
2,179510000,179800000,16
2,179800000,180290000,20
2,180290000,183460000,17
2,183460000,183900000,20
2,183900000,184060000,24
2,184060000,184270000,19
2,184270000,184640000,17
2,184640000,184720000,23
2,184720000,187010000,16
2,187010000,187810000,20
2,187810000,187870000,30
2,187870000,187970000,19
2,187970000,189830000,17
2,189830000,190030000,14
2,190030000,190490000,18
2,190490000,192460000,21
2,192460000,192820000,18
2,192820000,196240000,16
2,196240000,197320000,20
2,197320000,198180000,21
2,198180000,198630000,26
2,198630000,200040000,17
2,200040000,200120000,22
2,200120000,200320000,16
2,200320000,201330000,20
2,201330000,201600000,23
2,201600000,202240000,27
2,202240000,202790000,21
2,202790000,203520000,29
2,203520000,204090000,23
2,204090000,204170000,31
2,204170000,204690000,24
2,204690000,205430000,19
2,205430000,205880000,15
2,205880000,205980000,13
2,205980000,206420000,16
2,206420000,206470000,19
2,206470000,207160000,28
2,207160000,208470000,20
2,208470000,208700000,32
2,208700000,208880000,23
2,208880000,209140000,27
2,209140000,209170000,20
2,209170000,209290000,19
2,209290000,210910000,17
2,210910000,211390000,20
2,211390000,212690000,16
2,212690000,213400000,14
2,213400000,215950000,17
2,215950000,216200000,24
2,216200000,216780000,20
2,216780000,216980000,28
2,216980000,217080000,21
2,217080000,217470000,28
2,217470000,217560000,42
2,217560000,217800000,28
2,217800000,217940000,24
2,217940000,218450000,19
2,218450000,218650000,26
2,218650000,218900000,53
2,218900000,219110000,31
2,219110000,219310000,53
2,219310000,219460000,25
2,219460000,219680000,33
2,219680000,219930000,45
2,219930000,220020000,27
2,220020000,220300000,45
2,220300000,220440000,64
2,220440000,220510000,49
2,220510000,220560000,29
2,220560000,220730000,25
2,220730000,221070000,20
2,221070000,223140000,17
2,223140000,223180000,36
2,223180000,223500000,20
2,223500000,223930000,24
2,223930000,224420000,19
2,224420000,225790000,23
2,225790000,227480000,17
2,227480000,228230000,21
2,228230000,228340000,29
2,228340000,228450000,20
2,228450000,228770000,27
2,228770000,230170000,18
2,230170000,230630000,23
2,230630000,230710000,16
2,230710000,230780000,21
2,230780000,230950000,30
2,230950000,231440000,23
2,231440000,231580000,36
2,231580000,231680000,22
2,231680000,231920000,42
2,231920000,232040000,20
2,232040000,232210000,34
2,232210000,232270000,55
2,232270000,232390000,39
2,232390000,232590000,54
2,232590000,232740000,28
2,232740000,232830000,41
2,232830000,233080000,22
2,233080000,233170000,27
