chromosome,start,end,segmented_coverage
1,242530000,243120000,18
1,243120000,243370000,4
1,243370000,243630000,19
1,243630000,243680000,32
1,243680000,244020000,17
1,244020000,244360000,25
1,244360000,244560000,32
1,244560000,244860000,21
1,244860000,246040000,28
1,246040000,246650000,19
1,246650000,247000000,28
1,247000000,247080000,17
1,247080000,247440000,26
1,247440000,247520000,39
1,247520000,247630000,29
1,247630000,247710000,21
1,247710000,248600000,16
1,248600000,248740000,2
1,248740000,248910000,14
1,248910000,249050000,0
1,249050000,249250621,18
2,0,380000,29
2,380000,980000,40
2,980000,1480000,31
2,1480000,1880000,55
2,1880000,2030000,37
2,2030000,2500000,27
2,2500000,3530000,46
2,3530000,3580000,0
2,3580000,3730000,54
2,3730000,4030000,35
2,4030000,4160000,28
2,4160000,5020000,21
2,5020000,5110000,0
2,5110000,5750000,22
2,5750000,5800000,11
2,5800000,6890000,23
2,6890000,7260000,32
2,7260000,8410000,26
2,8410000,8530000,34
2,8530000,8630000,42
2,8630000,8820000,57
2,8820000,8860000,38
2,8860000,9230000,26
2,9230000,9570000,46
2,9570000,9770000,32
2,9770000,9890000,47
2,9890000,9960000,65
2,9960000,9990000,38
2,9990000,10070000,25
2,10070000,10140000,35
2,10140000,10700000,63
2,10700000,10820000,31
2,10820000,11320000,48
2,11320000,11490000,25
2,11490000,11700000,39
2,11700000,11930000,51
2,11930000,12080000,37
2,12080000,12320000,27
2,12320000,12780000,21
2,12780000,13070000,24
2,13070000,14930000,18
2,14930000,15780000,24
2,15780000,15990000,45
2,15990000,16050000,28
2,16050000,16280000,40
2,16280000,16330000,0
2,16330000,16960000,28
2,16960000,17780000,21
2,17780000,17840000,34
2,17840000,17970000,22
2,17970000,18150000,28
2,18150000,19190000,21
2,19190000,19240000,0
2,19240000,19520000,21
2,19520000,19570000,37
2,19570000,19850000,23
2,19850000,20090000,39
2,20090000,20270000,27
2,20270000,20450000,59
2,20450000,20570000,27
2,20570000,20710000,43
2,20710000,20880000,64
2,20880000,21150000,27
2,21150000,21180000,14
2,21180000,21280000,32
2,21280000,21690000,23
2,21690000,22920000,19
2,22920000,23230000,22
2,23230000,23540000,29
2,23540000,23700000,42
2,23700000,23930000,66
2,23930000,24050000,23
2,24050000,24140000,29
2,24140000,24450000,39
2,24450000,24580000,25
2,24580000,24720000,35
2,24720000,25040000,26
2,25040000,25150000,61
2,25150000,25330000,37
2,25330000,25610000,63
2,25610000,25890000,30
2,25890000,25950000,45
2,25950000,26100000,29
2,26100000,26260000,49
2,26260000,26360000,31
2,26360000,26420000,53
2,26420000,26670000,32
2,26670000,27040000,61
2,27040000,27240000,41
2,27240000,27750000,53
2,27750000,27930000,29
2,27930000,28030000,40
2,28030000,28200000,25
2,28200000,28350000,21
2,28350000,28540000,26
2,28540000,28930000,47
2,28930000,29190000,31
2,29190000,29300000,59
2,29300000,29420000,25
2,29420000,29480000,51
2,29480000,29580000,37
2,29580000,29630000,31
2,29630000,30310000,26
2,30310000,30410000,32
2,30410000,30600000,41
2,30600000,30680000,30
2,30680000,30870000,21
2,30870000,31000000,40
2,31000000,31100000,24
2,31100000,31630000,36
2,31630000,32190000,25
2,32190000,32660000,32
2,32660000,33110000,25
2,33110000,33240000,33
2,33240000,33380000,27
2,33380000,33470000,20
2,33470000,34230000,26
2,34230000,36580000,19
2,36580000,38590000,26
2,38590000,38770000,39
2,38770000,38860000,25
2,38860000,39050000,39
2,39050000,39200000,28
2,39200000,39260000,19
2,39260000,39330000,26
2,39330000,39400000,36
2,39400000,40070000,26
2,40070000,40190000,22
2,40190000,41840000,19
2,41840000,42070000,24
2,42070000,42150000,31
2,42150000,42340000,45
2,42340000,42410000,31
2,42410000,42560000,24
2,42560000,42870000,37
2,42870000,42980000,28
2,42980000,43510000,53
2,43510000,44210000,25
2,44210000,44330000,36
2,44330000,44490000,29
2,44490000,44530000,36
2,44530000,45010000,23
2,45010000,45260000,42
2,45260000,45480000,30
2,45480000,45590000,39
2,45590000,45860000,23
2,45860000,46800000,35
2,46800000,47020000,26
2,47020000,47180000,45
2,47180000,47320000,65
2,47320000,48030000,39
2,48030000,48740000,26
2,48740000,48820000,36
2,48820000,48900000,25
2,48900000,49220000,24
2,49220000,53430000,19
2,53430000,53710000,22
2,53710000,55960000,27
2,55960000,56770000,21
2,56770000,57040000,16
2,57040000,60480000,20
2,60480000,61110000,34
2,61110000,61360000,28
2,61360000,61410000,44
2,61410000,61580000,24
2,61580000,62160000,35
2,62160000,62400000,28
2,62400000,62710000,37
2,62710000,64510000,23
2,64510000,64640000,33
2,64640000,64760000,28
2,64760000,64820000,21
2,64820000,64880000,44
2,64880000,65050000,28
2,65050000,65900000,36
2,65900000,66130000,24
2,66130000,67970000,20
2,67970000,68730000,25
2,68730000,68850000,18
2,68850000,69370000,28
2,69370000,70160000,31
2,70160000,70230000,53
2,70230000,70310000,38
2,70310000,70430000,50
2,70430000,71110000,35
2,71110000,71240000,55
2,71240000,71270000,19
2,71270000,71410000,34
2,71410000,71680000,25
2,71680000,71950000,56
2,71950000,72390000,39
2,72390000,73040000,23
2,73040000,73530000,49
2,73530000,74120000,26
2,74120000,74640000,42
2,74640000,74790000,65
2,74790000,75190000,36
2,75190000,75740000,24
2,75740000,75880000,31
2,75880000,76060000,24
2,76060000,76860000,20
2,76860000,77990000,17
2,77990000,84500000,19
2,84500000,84590000,27
2,84590000,84900000,22
2,84900000,85040000,28
2,85040000,85460000,39
2,85460000,86050000,52
2,86050000,86200000,37
2,86200000,86280000,55
2,86280000,86670000,35
2,86670000,87130000,21
2,87130000,87180000,2
2,87180000,87250000,0
2,87250000,87430000,1
2,87430000,87660000,4
2,87660000,87710000,0
2,87710000,88290000,1
2,88290000,88850000,34
2,88850000,89060000,27
2,89060000,89100000,12
2,89100000,89280000,24
2,89280000,89310000,10
2,89310000,89550000,3
2,89550000,89830000,0
2,89830000,89890000,35
2,89890000,90270000,2
2,90270000,90370000,0
2,90370000,90500000,1
2,90500000,91620000,0
2,91620000,92330000,3
2,92330000,95320000,0
2,95320000,95400000,6
2,95400000,95460000,29
2,95460000,95520000,5
2,95520000,95640000,26
2,95640000,95730000,62
2,95730000,95930000,33
2,95930000,96080000,66
2,96080000,96100000,7
2,96100000,96150000,0
2,96150000,96260000,11
2,96260000,96310000,0
2,96310000,96440000,17
2,96440000,96730000,5
2,96730000,96830000,52
2,96830000,97420000,34
2,97420000,97670000,48
2,97670000,97900000,6
2,97900000,98160000,0
2,98160000,98240000,1
2,98240000,98410000,31
2,98410000,98610000,18
2,98610000,98660000,26
2,98660000,98740000,20
2,98740000,99560000,27
2,99560000,100790000,19
2,100790000,102330000,27
2,102330000,102560000,19
2,102560000,102890000,26
2,102890000,103480000,19
2,103480000,104870000,16
2,104870000,105350000,18
2,105350000,105460000,22
2,105460000,105510000,32
2,105510000,105720000,20
2,105720000,106740000,26
2,106740000,106990000,21
2,106990000,107100000,2
2,107100000,107130000,11
2,107130000,107210000,28
2,107210000,108450000,17
2,108450000,108540000,2
2,108540000,109500000,17
2,109500000,109990000,33
2,109990000,110110000,44
2,110110000,110250000,0
2,110250000,110300000,43
2,110300000,110400000,22
2,110400000,110490000,31
2,110490000,110530000,1
2,110530000,110850000,0
2,110850000,110990000,20
2,110990000,111380000,0
2,111380000,112010000,24
2,112010000,112370000,2
2,112370000,112480000,29
2,112480000,112620000,2
2,112620000,112640000,9
2,112640000,112890000,24
2,112890000,112950000,40
2,112950000,113060000,22
2,113060000,113120000,15
2,113120000,113190000,1
2,113190000,113210000,13
2,113210000,113340000,24
2,113340000,113490000,33
2,113490000,113920000,25
2,113920000,114040000,43
2,114040000,114140000,24
2,114140000,114170000,11
2,114170000,114420000,3
2,114420000,114840000,21
2,114840000,115070000,17
2,115070000,117780000,14
2,117780000,118570000,16
2,118570000,119520000,19
2,119520000,119870000,26
2,119870000,120020000,42
2,120020000,120520000,28
2,120520000,120960000,19
2,120960000,122110000,44
2,122110000,122140000,27
2,122140000,122230000,17
2,122230000,122770000,28
2,122770000,123070000,21
2,123070000,127120000,15
2,127120000,127370000,19
2,127370000,127800000,32
2,127800000,127870000,66
2,127870000,128060000,34
2,128060000,128150000,21
2,128150000,128320000,31
2,128320000,128470000,49
2,128470000,128550000,20
2,128550000,128690000,33
2,128690000,128810000,26
2,128810000,128850000,33
2,128850000,128960000,23
2,128960000,129400000,42
2,129400000,129560000,31
2,129560000,130460000,21
2,130460000,130710000,33
2,130710000,130890000,4
2,130890000,131160000,27
2,131160000,131230000,1
2,131230000,131330000,0
2,131330000,131470000,1
2,131470000,131930000,35
2,131930000,131970000,13
2,131970000,132090000,2
2,132090000,132230000,15
2,132230000,132310000,34
2,132310000,132600000,14
2,132600000,133000000,5
2,133000000,133060000,51
2,133060000,133430000,22
2,133430000,134560000,16
2,134560000,135180000,20
2,135180000,135230000,35
2,135230000,135960000,21
2,135960000,136410000,18
2,136410000,137300000,22
2,137300000,139130000,15
2,139130000,139690000,17
2,139690000,141760000,14
2,141760000,141830000,11
2,141830000,141950000,8
2,141950000,142020000,10
2,142020000,142870000,14
2,142870000,145430000,16
2,145430000,146860000,14
2,146860000,146910000,8
2,146910000,149150000,15
2,149150000,149700000,20
2,149700000,149790000,0
2,149790000,149970000,22
2,149970000,150400000,17
2,150400000,150890000,14
2,150890000,152040000,16
2,152040000,152110000,18
2,152110000,152300000,22
2,152300000,152430000,16
2,152430000,152480000,2
2,152480000,152610000,14
2,152610000,152800000,18
2,152800000,153210000,22
2,153210000,153780000,19
2,153780000,157170000,15
2,157170000,157350000,21
2,157350000,158430000,16
2,158430000,158950000,19
2,158950000,159500000,15
2,159500000,160030000,22
2,160030000,160090000,32
2,160090000,160150000,20
2,160150000,162440000,17
2,162440000,167530000,15
2,167530000,167890000,13
2,167890000,168700000,15
2,168700000,170330000,18
2,170330000,170730000,22
2,170730000,171510000,18
2,171510000,171840000,24
2,171840000,172930000,20
2,172930000,172980000,36
2,172980000,175370000,20
2,175370000,175540000,23
2,175540000,175660000,29
2,175660000,176930000,16
2,176930000,177060000,38
2,177060000,177680000,16
2,177680000,179390000,18
2,179390000,183460000,15
2,183460000,184270000,18
2,184270000,187280000,15
2,187280000,187810000,18
2,187810000,187870000,27
2,187870000,187970000,18
2,187970000,190260000,16
2,190260000,192460000,19
2,192460000,193530000,16
2,193530000,196250000,14
2,196250000,198130000,18
2,198130000,198470000,24
2,198470000,198580000,18
2,198580000,200320000,15
2,200320000,201600000,19
2,201600000,201700000,24
2,201700000,201760000,32
2,201760000,201930000,20
2,201930000,202140000,27
2,202140000,202780000,19
2,202780000,203460000,27
2,203460000,204090000,20
2,204090000,204170000,28
2,204170000,204700000,21
2,204700000,205230000,18
2,205230000,205520000,16
2,205520000,206080000,13
2,206080000,206420000,15
2,206420000,206540000,20
2,206540000,207160000,26
2,207160000,208480000,18
2,208480000,208700000,28
2,208700000,208880000,21
2,208880000,209140000,24
2,209140000,209170000,19
2,209170000,209490000,17
2,209490000,209610000,15
2,209610000,209690000,9
2,209690000,210620000,14
2,210620000,211370000,17
2,211370000,212690000,14
2,212690000,213400000,13
2,213400000,215950000,15
2,215950000,216130000,19
2,216130000,216200000,24
2,216200000,216860000,19
2,216860000,217470000,25
2,217470000,217560000,41
2,217560000,217810000,27
2,217810000,218570000,19
2,218570000,218650000,27
2,218650000,218900000,51
2,218900000,218960000,36
2,218960000,219110000,24
2,219110000,219310000,51
2,219310000,219460000,22
2,219460000,219620000,32
2,219620000,219670000,24
2,219670000,219940000,42
2,219940000,220020000,25
2,220020000,220290000,42
2,220290000,220440000,62
2,220440000,220560000,37
2,220560000,220640000,25
2,220640000,221070000,19
2,221070000,223140000,16
2,223140000,223180000,36
2,223180000,223930000,20
2,223930000,224470000,17
2,224470000,225650000,21
2,225650000,225790000,18
2,225790000,227480000,16
2,227480000,227820000,19
2,227820000,228230000,20
2,228230000,228340000,26
2,228340000,228460000,18
2,228460000,228770000,25
2,228770000,230170000,16
2,230170000,230630000,21
