chromosome,start,end,y_start,height,path_ID,variant_names
2,87540000,87670000,0,20,path_8,excess|excess
10,96851897,101598715,0,12,path_9,27275|18266|excess
10,82280000,96851897,0,12,path_9,27275|18266|excess
10,81630000,82280000,0,12,path_9,27275|18266|excess
10,81430000,81630000,0,12,path_9,27275|18266|excess
10,80480000,81430000,0,12,path_9,27275|18266|excess
10,75950000,80480000,0,12,path_9,27275|18266|excess
10,73473823,75950000,0,12,path_9,27275|18266|excess
10,72304890,73473823,0,12,path_9,27275|18266|excess
10,71811619,72304890,0,12,path_9,27275|18266|excess
10,71410718,71811619,0,12,path_9,27275|18266|excess
10,71184307,71410718,0,12,path_9,27275|18266|excess
10,69575586,71184307,0,12,path_9,27275|18266|excess
10,69438881,69575586,0,12,path_9,27275|18266|excess
10,66520000,69438881,0,12,path_9,27275|18266|excess
10,66474022,66520000,0,12,path_9,27275|18266|excess
10,66450000,66474022,0,12,path_9,27275|18266|excess
10,61784585,66450000,0,12,path_9,27275|18266|excess
10,61719892,61784585,0,12,path_9,27275|18266|excess
10,61260000,61719892,0,12,path_9,27275|18266|excess
10,60902692,61260000,0,12,path_9,27275|18266|excess
10,60694247,60902692,0,12,path_9,27275|18266|excess
10,59000879,60694247,0,12,path_9,27275|18266|excess
10,58846609,59000879,0,12,path_9,27275|18266|excess
10,58430000,58846609,0,12,path_9,27275|18266|excess
10,58375032,58430000,0,12,path_9,27275|18266|excess
10,58250000,58375032,0,12,path_9,27275|18266|excess
10,58077984,58250000,0,12,path_9,27275|18266|excess
10,57906241,58077984,0,12,path_9,27275|18266|excess
10,57439943,57906241,0,12,path_9,27275|18266|excess
10,56970000,57439943,0,12,path_9,27275|18266|excess
10,56970000,57439943,12,12,path_9,27275|18266|excess
10,57439943,57906241,12,12,path_9,27275|18266|excess
10,57906241,58077984,12,12,path_9,27275|18266|excess
10,58077984,58250000,12,12,path_9,27275|18266|excess
10,58250000,58375032,12,12,path_9,27275|18266|excess
10,58375032,58430000,12,12,path_9,27275|18266|excess
10,58430000,58846609,12,12,path_9,27275|18266|excess
10,58846609,59000879,12,12,path_9,27275|18266|excess
10,59000879,60694247,12,12,path_9,27275|18266|excess
10,60694247,60902692,12,12,path_9,27275|18266|excess
10,60902692,61260000,12,12,path_9,27275|18266|excess
10,61260000,61719892,12,12,path_9,27275|18266|excess
10,61719892,61784585,12,12,path_9,27275|18266|excess
10,61784585,66450000,12,12,path_9,27275|18266|excess
10,66450000,66474022,12,12,path_9,27275|18266|excess
10,66474022,66520000,12,12,path_9,27275|18266|excess
10,66520000,69438881,12,12,path_9,27275|18266|excess
10,69438881,69575586,12,12,path_9,27275|18266|excess
10,69575586,71184307,12,12,path_9,27275|18266|excess
10,71184307,71410718,12,12,path_9,27275|18266|excess
10,71410718,71811619,12,12,path_9,27275|18266|excess
10,71811619,72304890,12,12,path_9,27275|18266|excess
10,72304890,73473823,12,12,path_9,27275|18266|excess
10,73473823,75950000,12,12,path_9,27275|18266|excess
10,75950000,80480000,12,12,path_9,27275|18266|excess
10,80480000,81430000,12,12,path_9,27275|18266|excess
10,81430000,81630000,12,12,path_9,27275|18266|excess
10,81630000,82280000,12,12,path_9,27275|18266|excess
13,63650000,86770000,0,27,path_10,excess|excess
13,63600000,63650000,0,27,path_10,excess|excess
13,44069798,63600000,0,27,path_10,excess|excess
13,31417556,44069798,0,27,path_10,excess|excess
13,22300160,31417556,0,27,path_10,excess|excess
13,20205187,22300160,0,27,path_10,excess|excess
13,19641634,20205187,0,27,path_10,excess|excess
13,19020000,19641634,0,27,path_10,excess|excess
1,149640000,151572946,0,41,path_11,excess|excess
1,151572946,152270000,0,41,path_11,excess|excess
1,152270000,152550000,0,41,path_11,excess|excess
1,152550000,152587746,0,41,path_11,excess|excess
1,152587746,156530000,0,41,path_11,excess|excess
1,156530000,168186358,0,41,path_11,excess|excess
1,168186358,168420962,0,41,path_11,excess|excess
1,168420962,182274305,0,41,path_11,excess|excess
1,182274305,187466646,0,41,path_11,excess|excess
1,187466646,205930000,0,41,path_11,excess|excess
18,54460000,72280000,0,22,path_12,excess|excess
18,52060000,54460000,0,22,path_12,excess|excess
18,45546524,52060000,0,22,path_12,excess|excess
18,44841657,45546524,0,22,path_12,excess|excess
18,33240527,44841657,0,22,path_12,excess|excess
18,18510000,33240527,0,22,path_12,excess|excess
3,193003465,197910000,0,13,path_13,excess|3039|excess
3,192536870,193003465,0,13,path_13,excess|3039|excess
3,192280000,192536870,0,13,path_13,excess|3039|excess
3,191800000,192280000,0,13,path_13,excess|3039|excess
3,191700000,191800000,0,13,path_13,excess|3039|excess
3,191590000,191700000,0,13,path_13,excess|3039|excess
3,190967350,191590000,0,13,path_13,excess|3039|excess
3,190544882,190967350,0,13,path_13,excess|3039|excess
3,190430000,190544882,0,13,path_13,excess|3039|excess
3,189110000,190430000,0,13,path_13,excess|3039|excess
3,188604156,189110000,0,13,path_13,excess|3039|excess
3,187730279,188604156,0,13,path_13,excess|3039|excess
3,187318479,187730279,0,13,path_13,excess|3039|excess
3,187053044,187318479,0,13,path_13,excess|3039|excess
3,186700640,187053044,0,13,path_13,excess|3039|excess
3,184376907,186700640,0,13,path_13,excess|3039|excess
3,183856671,184376907,0,13,path_13,excess|3039|excess
3,183303309,183856671,0,13,path_13,excess|3039|excess
3,180819659,183303309,0,13,path_13,excess|3039|excess
3,180457867,180819659,0,13,path_13,excess|3039|excess
3,178190000,180457867,0,13,path_13,excess|3039|excess
3,177996254,178190000,0,13,path_13,excess|3039|excess
3,174849870,177996254,0,13,path_13,excess|3039|excess
3,173290000,174849870,0,13,path_13,excess|3039|excess
3,173240000,173290000,0,13,path_13,excess|3039|excess
3,172730000,173240000,0,13,path_13,excess|3039|excess
3,172173630,172730000,0,13,path_13,excess|3039|excess
3,172173630,172730000,13,13,path_13,excess|3039|excess
3,172730000,173240000,13,13,path_13,excess|3039|excess
3,173240000,173290000,13,13,path_13,excess|3039|excess
3,173290000,174849870,13,13,path_13,excess|3039|excess
3,174849870,177996254,13,13,path_13,excess|3039|excess
3,177996254,178190000,13,13,path_13,excess|3039|excess
3,178190000,180457867,13,13,path_13,excess|3039|excess
3,180457867,180819659,13,13,path_13,excess|3039|excess
3,180819659,183303309,13,13,path_13,excess|3039|excess
3,183303309,183856671,13,13,path_13,excess|3039|excess
3,183856671,184376907,13,13,path_13,excess|3039|excess
3,184376907,186700640,13,13,path_13,excess|3039|excess
3,186700640,187053044,13,13,path_13,excess|3039|excess
3,187053044,187318479,13,13,path_13,excess|3039|excess
3,187318479,187730279,13,13,path_13,excess|3039|excess
3,187730279,188604156,13,13,path_13,excess|3039|excess
3,188604156,189110000,13,13,path_13,excess|3039|excess
3,189110000,190430000,13,13,path_13,excess|3039|excess
3,190430000,190544882,13,13,path_13,excess|3039|excess
3,190544882,190967350,13,13,path_13,excess|3039|excess
3,190967350,191590000,13,13,path_13,excess|3039|excess
3,191590000,191700000,13,13,path_13,excess|3039|excess
3,191700000,191800000,13,13,path_13,excess|3039|excess
3,191800000,192280000,13,13,path_13,excess|3039|excess
3,192280000,192536870,13,13,path_13,excess|3039|excess
3,192536870,193003465,13,13,path_13,excess|3039|excess
3,193003465,197910000,13,13,path_13,excess|3039|excess
10,81630000,82280000,24,13,path_14,excess|18266|excess
10,81430000,81630000,24,13,path_14,excess|18266|excess
10,80480000,81430000,24,13,path_14,excess|18266|excess
10,75950000,80480000,24,13,path_14,excess|18266|excess
10,73473823,75950000,24,13,path_14,excess|18266|excess
10,72304890,73473823,24,13,path_14,excess|18266|excess
10,71811619,72304890,24,13,path_14,excess|18266|excess
10,71410718,71811619,24,13,path_14,excess|18266|excess
10,71184307,71410718,24,13,path_14,excess|18266|excess
10,69575586,71184307,24,13,path_14,excess|18266|excess
10,69438881,69575586,24,13,path_14,excess|18266|excess
10,66520000,69438881,24,13,path_14,excess|18266|excess
10,66474022,66520000,24,13,path_14,excess|18266|excess
10,66450000,66474022,24,13,path_14,excess|18266|excess
10,61784585,66450000,24,13,path_14,excess|18266|excess
10,61719892,61784585,24,13,path_14,excess|18266|excess
10,61260000,61719892,24,13,path_14,excess|18266|excess
10,60902692,61260000,24,13,path_14,excess|18266|excess
10,60694247,60902692,24,13,path_14,excess|18266|excess
10,59000879,60694247,24,13,path_14,excess|18266|excess
10,58846609,59000879,24,13,path_14,excess|18266|excess
10,58430000,58846609,24,13,path_14,excess|18266|excess
10,58375032,58430000,24,13,path_14,excess|18266|excess
10,58250000,58375032,24,13,path_14,excess|18266|excess
10,58077984,58250000,24,13,path_14,excess|18266|excess
10,57906241,58077984,24,13,path_14,excess|18266|excess
10,57439943,57906241,24,13,path_14,excess|18266|excess
10,56970000,57439943,24,13,path_14,excess|18266|excess
10,56970000,57439943,38,13,path_14,excess|18266|excess
10,57439943,57906241,38,13,path_14,excess|18266|excess
10,57906241,58077984,38,13,path_14,excess|18266|excess
10,58077984,58250000,38,13,path_14,excess|18266|excess
10,58250000,58375032,38,13,path_14,excess|18266|excess
10,58375032,58430000,38,13,path_14,excess|18266|excess
10,58430000,58846609,38,13,path_14,excess|18266|excess
10,58846609,59000879,38,13,path_14,excess|18266|excess
10,59000879,60694247,38,13,path_14,excess|18266|excess
10,60694247,60902692,38,13,path_14,excess|18266|excess
10,60902692,61260000,38,13,path_14,excess|18266|excess
10,61260000,61719892,38,13,path_14,excess|18266|excess
10,61719892,61784585,38,13,path_14,excess|18266|excess
10,61784585,66450000,38,13,path_14,excess|18266|excess
10,66450000,66474022,38,13,path_14,excess|18266|excess
10,66474022,66520000,38,13,path_14,excess|18266|excess
10,66520000,69438881,38,13,path_14,excess|18266|excess
10,69438881,69575586,38,13,path_14,excess|18266|excess
10,69575586,71184307,38,13,path_14,excess|18266|excess
10,71184307,71410718,38,13,path_14,excess|18266|excess
10,71410718,71811619,38,13,path_14,excess|18266|excess
10,71811619,72304890,38,13,path_14,excess|18266|excess
10,72304890,73473823,38,13,path_14,excess|18266|excess
10,73473823,75950000,38,13,path_14,excess|18266|excess
10,75950000,80480000,38,13,path_14,excess|18266|excess
10,80480000,81430000,38,13,path_14,excess|18266|excess
10,81430000,81630000,38,13,path_14,excess|18266|excess
10,81630000,82280000,38,13,path_14,excess|18266|excess
7,47654541,50370000,0,25,path_15,excess|excess
7,22500000,47654541,0,25,path_15,excess|excess
7,12030000,22500000,0,25,path_15,excess|excess
7,6850000,12030000,0,25,path_15,excess|excess
7,6790000,6850000,0,25,path_15,excess|excess
7,6206613,6790000,0,25,path_15,excess|excess
7,6010000,6206613,0,25,path_15,excess|excess
7,5960000,6010000,0,25,path_15,excess|excess
7,1916692,5960000,0,25,path_15,excess|excess
7,280000,1916692,0,25,path_15,excess|excess
6,8439893,8780000,0,16,path_16,6762|excess
6,8780000,14361281,0,16,path_16,6762|excess
6,14361281,14388726,0,16,path_16,6762|excess
6,14388726,24683960,0,16,path_16,6762|excess
6,24683960,26025969,0,16,path_16,6762|excess
6,26025969,26080000,0,16,path_16,6762|excess
6,26080000,26301424,0,16,path_16,6762|excess
6,26301424,26762378,0,16,path_16,6762|excess
6,26762378,27623599,0,16,path_16,6762|excess
6,27623599,27714600,0,16,path_16,6762|excess
6,27714600,27785562,0,16,path_16,6762|excess
6,27785562,30912563,0,16,path_16,6762|excess
6,30912563,31950000,0,16,path_16,6762|excess
6,31950000,32390000,0,16,path_16,6762|excess
6,32390000,32454685,0,16,path_16,6762|excess
6,32454685,32540729,0,16,path_16,6762|excess
6,32540729,34270000,0,16,path_16,6762|excess
6,34270000,35760703,0,16,path_16,6762|excess
6,35760703,56759663,0,16,path_16,6762|excess
6,56759663,57210000,0,16,path_16,6762|excess
6,57210000,57370000,0,16,path_16,6762|excess
6,57370000,57580000,0,16,path_16,6762|excess
6,57580000,57610000,0,16,path_16,6762|excess
6,57610000,58090000,0,16,path_16,6762|excess
4,49170000,49340000,0,13,path_17,excess|excess
4,49090000,49170000,0,13,path_17,excess|excess
4,40409044,49090000,0,13,path_17,excess|excess
4,40360356,40409044,0,13,path_17,excess|excess
4,20228716,40360356,0,13,path_17,excess|excess
4,70000,20228716,0,13,path_17,excess|excess
4,0,70000,0,13,path_17,excess|excess
2,146869814,149700000,0,12,path_18,excess|2056|excess
2,133120000,146869814,0,12,path_18,excess|2056|excess
2,132980000,133120000,0,12,path_18,excess|2056|excess
2,132135390,132980000,0,12,path_18,excess|2056|excess
2,131450000,132135390,0,12,path_18,excess|2056|excess
2,131220000,131450000,0,12,path_18,excess|2056|excess
2,125052304,131220000,0,12,path_18,excess|2056|excess
2,125052304,131220000,12,12,path_18,excess|2056|excess
2,131220000,131450000,12,12,path_18,excess|2056|excess
2,131450000,132135390,12,12,path_18,excess|2056|excess
2,132135390,132980000,12,12,path_18,excess|2056|excess
2,132980000,133120000,12,12,path_18,excess|2056|excess
2,133120000,146869814,12,12,path_18,excess|2056|excess
2,146869814,149700000,12,12,path_18,excess|2056|excess
3,16007800,16214107,0,21,path_19,3701|3473
3,16214107,16388223,0,21,path_19,3701|3473
3,16388223,16860000,0,21,path_19,3701|3473
3,16860000,17180000,0,21,path_19,3701|3473
3,17180000,18874299,0,21,path_19,3701|3473
3,18874299,24330000,0,21,path_19,3701|3473
3,24330000,25160000,0,21,path_19,3701|3473
3,25160000,26060709,0,21,path_19,3701|3473
3,26060709,26411256,0,21,path_19,3701|3473
3,26411256,27200000,0,21,path_19,3701|3473
3,27200000,36560000,0,21,path_19,3701|3473
3,36560000,36720000,0,21,path_19,3701|3473
3,36720000,37190000,0,21,path_19,3701|3473
3,37190000,37950000,0,21,path_19,3701|3473
3,37950000,37979464,0,21,path_19,3701|3473
3,37979464,38126105,0,21,path_19,3701|3473
3,38126105,38340000,0,21,path_19,3701|3473
3,38340000,38362140,0,21,path_19,3701|3473
3,38362140,39610000,0,21,path_19,3701|3473
3,39610000,48251897,0,21,path_19,3701|3473
3,48251897,65188871,0,21,path_19,3701|3473
12,34810000,34860000,0,10,path_20,excess|20260|excess
12,12972165,34810000,0,10,path_20,excess|20260|excess
12,10840255,12972165,0,10,path_20,excess|20260|excess
12,10732189,10840255,0,10,path_20,excess|20260|excess
12,10732189,10840255,10,10,path_20,excess|20260|excess
12,10840255,12972165,10,10,path_20,excess|20260|excess
12,12972165,34810000,10,10,path_20,excess|20260|excess
12,34810000,34860000,10,10,path_20,excess|20260|excess
11,3350000,7811258,0,21,path_21,excess|excess
11,7811258,7833270,0,21,path_21,excess|excess
11,7833270,38812742,0,21,path_21,excess|excess
11,38812742,48340000,0,21,path_21,excess|excess
11,48340000,48390000,0,21,path_21,excess|excess
11,48390000,50710000,0,21,path_21,excess|excess
11,50710000,50790000,0,21,path_21,excess|excess
5,137884816,138790000,0,36,path_22,excess|excess
5,91690000,137884816,0,36,path_22,excess|excess
2,78969372,87180000,20,15,path_23,excess|27423
2,64603079,78969372,20,15,path_23,excess|27423
2,42051750,64603079,20,15,path_23,excess|27423
X,115145490,148510075,0,12,path_24,26189|27103
X,104470551,115145490,0,12,path_24,26189|27103
7,47654541,50370000,25,64,path_25,excess|excess
7,22500000,47654541,25,64,path_25,excess|excess
7,12030000,22500000,25,64,path_25,excess|excess
7,6850000,12030000,25,64,path_25,excess|excess
X,61680000,61740000,0,14,path_26,excess|27104
X,61740000,62350000,0,14,path_26,excess|27104
X,62350000,62460000,0,14,path_26,excess|27104
X,62460000,66982798,0,14,path_26,excess|27104
X,66982798,70910000,0,14,path_26,excess|27104
X,70910000,71010000,0,14,path_26,excess|27104
X,71010000,71970000,0,14,path_26,excess|27104
X,71970000,72190000,0,14,path_26,excess|27104
X,72190000,74895218,0,14,path_26,excess|27104
X,74895218,76650000,0,14,path_26,excess|27104
X,76650000,76790000,0,14,path_26,excess|27104
X,76790000,78084151,0,14,path_26,excess|27104
X,78084151,78701707,0,14,path_26,excess|27104
X,78701707,80490000,0,14,path_26,excess|27104
X,80490000,90690000,0,14,path_26,excess|27104
X,90690000,91280000,0,14,path_26,excess|27104
X,91280000,102220000,0,14,path_26,excess|27104
X,102220000,103230000,0,14,path_26,excess|27104
X,103230000,103770000,0,14,path_26,excess|27104
X,103770000,103980000,0,14,path_26,excess|27104
X,103980000,104470551,0,14,path_26,excess|27104
13,63650000,86770000,27,14,path_27,excess|27099
13,63600000,63650000,27,14,path_27,excess|27099
13,44069798,63600000,27,14,path_27,excess|27099
5,84010000,91640000,0,33,path_28,excess|excess
5,68830000,84010000,0,33,path_28,excess|excess
5,49400000,68830000,0,33,path_28,excess|excess
12,66451371,70596365,27,13,path_29,27237|19808
12,70596365,98405180,27,13,path_29,27237|19808
12,98405180,98951871,27,13,path_29,27237|19808
12,98951871,99874945,27,13,path_29,27237|19808
12,99874945,106110000,27,13,path_29,27237|19808
12,106110000,108040000,27,13,path_29,27237|19808
6,133630000,157560000,0,35,path_30,excess|27213
6,120516824,133630000,0,35,path_30,excess|27213
6,116773987,120516824,0,35,path_30,excess|27213
14,92490000,93712955,13,11,path_31,27337|21372|27179
14,85490000,92490000,13,11,path_31,27337|21372|27179
14,84875305,85490000,13,11,path_31,27337|21372|27179
14,81786728,84875305,13,11,path_31,27337|21372|27179
14,79723685,81786728,13,11,path_31,27337|21372|27179
14,77370000,79723685,13,11,path_31,27337|21372|27179
14,76150000,77370000,13,11,path_31,27337|21372|27179
14,68966769,76150000,13,11,path_31,27337|21372|27179
14,68966769,76150000,24,11,path_31,27337|21372|27179
14,76150000,77370000,24,11,path_31,27337|21372|27179
14,77370000,79723685,24,11,path_31,27337|21372|27179
14,79723685,81786728,24,11,path_31,27337|21372|27179
14,81786728,84875305,24,11,path_31,27337|21372|27179
9,130900672,133080000,0,37,path_32,excess|excess
9,123259352,130900672,0,37,path_32,excess|excess
9,121396696,123259352,0,37,path_32,excess|excess
9,114403531,121396696,0,37,path_32,excess|excess
9,105594265,114403531,0,37,path_32,excess|excess
9,97911313,105594265,0,37,path_32,excess|excess
9,92670000,97911313,0,37,path_32,excess|excess
3,111274615,138970000,21,13,path_33,27360|27391
3,138970000,140840000,21,13,path_33,27360|27391
3,140840000,141365709,21,13,path_33,27360|27391
3,141365709,142206735,21,13,path_33,27360|27391
3,142206735,150540004,21,13,path_33,27360|27391
11,96430000,99690943,0,12,path_34,excess|27271
11,99690943,119519029,0,12,path_34,excess|27271
11,119519029,134950000,0,12,path_34,excess|27271
14,18990000,20180000,13,18,path_35,excess|21363
14,20180000,21730000,13,18,path_35,excess|21363
14,21730000,38140000,13,18,path_35,excess|21363
14,38140000,38737956,13,18,path_35,excess|21363
14,38737956,39510000,13,18,path_35,excess|21363
14,39510000,45994219,13,18,path_35,excess|21363
14,45994219,50160000,13,18,path_35,excess|21363
14,50160000,50260000,13,18,path_35,excess|21363
14,50260000,51282662,13,18,path_35,excess|21363
14,51282662,52220000,13,18,path_35,excess|21363
14,52220000,52667799,13,18,path_35,excess|21363
14,52667799,53110000,13,18,path_35,excess|21363
14,53110000,57040000,13,18,path_35,excess|21363
1,168420962,182274305,41,17,path_36,27402|excess
1,182274305,187466646,41,17,path_36,27402|excess
1,187466646,205930000,41,17,path_36,27402|excess
6,133630000,157560000,35,14,path_37,excess|27407
6,120516824,133630000,35,14,path_37,excess|27407
1,187466646,205930000,59,12,path_38,excess|467|excess
1,187466646,205930000,71,12,path_38,excess|467|excess
15,45755032,47700947,0,15,path_39,27302|excess
15,47700947,47787225,0,15,path_39,27302|excess
15,47787225,51189273,0,15,path_39,27302|excess
15,51189273,55218257,0,15,path_39,27302|excess
15,55218257,72910000,0,15,path_39,27302|excess
15,72910000,72960000,0,15,path_39,27302|excess
15,72960000,76552831,0,15,path_39,27302|excess
15,76552831,82590000,0,15,path_39,27302|excess
9,0,8628083,0,15,path_40,excess|27221
9,8628083,24510682,0,15,path_40,excess|27221
9,24510682,35884432,0,15,path_40,excess|27221
11,3350000,7811258,21,17,path_41,excess|27243
11,7811258,7833270,21,17,path_41,excess|27243
11,7833270,38812742,21,17,path_41,excess|27243
10,127940467,135534747,0,13,path_42,excess|27276
10,101598715,127940467,0,13,path_42,excess|27276
6,62180000,93096907,0,23,path_43,excess|excess
6,93096907,95690000,0,23,path_43,excess|excess
14,18990000,20180000,31,11,path_44,excess|27194
14,20180000,21730000,31,11,path_44,excess|27194
