chromosome,start,end,name,strand,type,gene
1,7410679,7411993,processed_pseudogene,+,KNOWN,
1,7497968,7518149,lincRNA,+,KNOWN,
1,7591646,7591931,processed_pseudogene,+,KNOWN,
1,7597379,7599473,processed_pseudogene,+,KNOWN,
1,7664081,7664961,processed_pseudogene,+,KNOWN,
1,7728861,7730565,processed_pseudogene,-,KNOWN,
1,8361475,9299878,protein_coding,-,KNOWN,
1,8450960,8453491,TEC,-,KNOWN,
1,8468426,8468825,processed_pseudogene,-,KNOWN,
1,8527780,8531313,TEC,-,KNOWN,
1,8588615,8588724,miRNA,-,KNOWN,
1,8643696,8644859,TEC,-,KNOWN,
1,8791923,8792162,processed_pseudogene,-,KNOWN,
1,8815842,8816039,processed_pseudogene,+,KNOWN,
1,8816138,8816247,miRNA,+,KNOWN,
1,8855928,8856267,processed_pseudogene,-,KNOWN,
1,8856763,8857102,processed_pseudogene,+,KNOWN,
1,8962996,8963621,processed_pseudogene,-,KNOWN,
1,9191067,9192116,TEC,-,KNOWN,
1,9258617,9259134,processed_pseudogene,-,KNOWN,
1,9286922,9290180,TEC,+,KNOWN,
1,9396773,9398687,processed_pseudogene,-,KNOWN,
1,9439741,9440376,processed_pseudogene,-,KNOWN,
1,9450579,9451748,processed_pseudogene,+,KNOWN,
1,9458670,9458772,snRNA,+,KNOWN,
1,9499338,9501522,processed_pseudogene,-,KNOWN,
1,9545408,9547455,protein_coding,+,KNOWN,
1,9547948,9580673,protein_coding,+,KNOWN,
1,9560832,9631175,processed_transcript,-,KNOWN,
1,9574548,9575649,processed_pseudogene,+,KNOWN,
1,9601199,9627143,protein_coding,+,KNOWN,
1,9639255,9640582,lincRNA,-,KNOWN,
1,9667415,9700209,protein_coding,-,KNOWN,
1,9718622,9748382,protein_coding,-,KNOWN,
1,9747648,9791924,antisense,+,KNOWN,
1,9798107,9900845,protein_coding,+,KNOWN,
1,9802197,9802553,processed_pseudogene,-,KNOWN,
1,9834498,9834602,snRNA,-,KNOWN,
1,9908638,9942085,protein_coding,+,KNOWN,
1,9941959,9944118,lincRNA,-,KNOWN,
1,9942463,9942549,snoRNA,-,KNOWN,
1,9960163,9967932,protein_coding,-,KNOWN,
1,9967314,9968687,TEC,+,KNOWN,
1,9968624,10009136,protein_coding,-,KNOWN,
1,9982387,9992366,antisense,+,KNOWN,
1,10009814,10009917,snRNA,-,KNOWN,
1,10024601,10038168,protein_coding,-,KNOWN,
1,10037987,10136768,protein_coding,+,KNOWN,
1,10057025,10057944,TEC,-,KNOWN,
1,10137571,10232670,protein_coding,-,KNOWN,
1,10166539,10166778,misc_RNA,+,KNOWN,
1,10197081,10198802,TEC,-,KNOWN,
1,10324720,10719945,protein_coding,-,KNOWN,
1,10449245,10451989,TEC,-,KNOWN,
1,10554098,10555553,processed_pseudogene,-,KNOWN,
1,10555554,10555660,snRNA,-,KNOWN,
1,10695123,10695614,processed_pseudogene,+,KNOWN,
1,10782456,10784377,TEC,-,KNOWN,
1,10805281,10806522,processed_pseudogene,+,KNOWN,
1,10868688,10869446,processed_pseudogene,+,KNOWN,
1,10921670,10921760,snoRNA,+,KNOWN,
1,10993465,11303681,protein_coding,+,KNOWN,
1,11134111,11134238,snoRNA,-,KNOWN,
1,11223566,11224174,processed_pseudogene,-,KNOWN,
1,11363926,11366964,TEC,-,KNOWN,
1,11414105,11975901,protein_coding,+,KNOWN,
1,11416918,11419388,TEC,+,KNOWN,
1,11608139,11608400,processed_pseudogene,-,KNOWN,
1,11704207,11706350,TEC,+,KNOWN,
1,12120960,12121832,processed_pseudogene,+,KNOWN,
1,12374936,12375042,snRNA,+,KNOWN,
1,12425986,12426106,miRNA,+,KNOWN,
1,12565577,12566383,processed_pseudogene,+,KNOWN,
1,12655867,12656553,processed_pseudogene,+,KNOWN,
1,12667563,12673090,lincRNA,+,KNOWN,
1,12670324,12671176,lincRNA,-,KNOWN,
1,12692277,12861192,protein_coding,+,KNOWN,
1,12866549,12992650,protein_coding,-,KNOWN,
1,13059401,13059951,TEC,-,KNOWN,
1,13062025,13062345,processed_pseudogene,+,KNOWN,
1,13068838,13078662,lincRNA,+,KNOWN,
1,13113457,13127163,protein_coding,-,KNOWN,
1,13139105,13374083,protein_coding,-,KNOWN,
1,13177462,13179714,TEC,-,KNOWN,
1,13234809,13236434,TEC,-,KNOWN,
1,13262198,13262279,miRNA,+,KNOWN,
1,13289812,13290506,TEC,-,KNOWN,
1,13297036,13298907,TEC,-,KNOWN,
1,13334498,13334609,snRNA,-,KNOWN,
1,13343563,13348204,TEC,-,KNOWN,
1,13354483,13356730,TEC,-,KNOWN,
1,13376070,13388413,antisense,+,KNOWN,
1,13407012,13407655,processed_pseudogene,-,KNOWN,
1,13564698,13589910,protein_coding,-,KNOWN,
1,13623330,13660546,protein_coding,-,KNOWN,
1,13641483,13642748,TEC,-,KNOWN,
1,13668771,13701723,protein_coding,+,KNOWN,
1,13774334,13774464,snoRNA,-,KNOWN,
1,13785883,13786879,processed_pseudogene,-,KNOWN,
1,13846871,13849119,TEC,-,KNOWN,
1,13932378,13932685,misc_RNA,+,KNOWN,
1,14109215,14112819,TEC,-,KNOWN,
1,14168954,14310235,protein_coding,-,KNOWN,
1,14182578,14182677,miRNA,+,KNOWN,
1,14255552,14255990,TEC,-,KNOWN,
1,14752937,14776931,antisense,+,KNOWN,
1,14753346,14755992,protein_coding,-,KNOWN,
1,14788645,14792965,TEC,+,KNOWN,
1,14839869,14840156,processed_pseudogene,-,KNOWN,
1,14865072,14865965,processed_pseudogene,+,KNOWN,
1,14872648,14918862,protein_coding,-,KNOWN,
1,15019040,15019159,snoRNA,-,KNOWN,
1,15268802,15269797,processed_pseudogene,-,KNOWN,
1,15287254,15723750,protein_coding,+,KNOWN,
1,15364302,15365834,TEC,+,KNOWN,
1,15556249,15558337,TEC,+,KNOWN,
1,15685935,15686046,snoRNA,-,KNOWN,
1,15757832,15757963,snoRNA,+,KNOWN,
1,15760122,15760668,processed_pseudogene,-,KNOWN,
1,15760761,15760860,processed_pseudogene,+,KNOWN,
1,15805646,15844052,protein_coding,+,KNOWN,
1,15853331,15856499,TEC,+,KNOWN,
1,15853862,15892722,protein_coding,-,KNOWN,
1,15879530,15879832,misc_RNA,+,KNOWN,
1,16053335,16053887,processed_pseudogene,+,KNOWN,
1,16065979,16093325,protein_coding,-,KNOWN,
1,16101295,16104662,protein_coding,-,KNOWN,
1,16105774,16133734,protein_coding,+,KNOWN,
1,16208197,16210517,TEC,-,KNOWN,
1,16228506,16244062,antisense,+,KNOWN,
1,16228674,16520112,protein_coding,-,KNOWN,
1,16253592,16267921,antisense,+,KNOWN,
1,16540790,16619489,protein_coding,-,KNOWN,
1,16618560,16621539,TEC,+,KNOWN,
1,16641725,16657042,protein_coding,-,KNOWN,
1,16657552,16662278,lincRNA,+,KNOWN,
1,16662980,16663662,processed_pseudogene,-,KNOWN,
1,16665207,16678275,protein_coding,+,KNOWN,
1,16688051,16709611,protein_coding,+,KNOWN,
1,16758205,16758623,processed_pseudogene,-,KNOWN,
1,16768279,16770138,processed_pseudogene,-,KNOWN,
1,16898185,17091631,antisense,+,KNOWN,
1,16930970,16931796,TEC,+,KNOWN,
1,16964560,17097889,protein_coding,-,KNOWN,
1,17124747,17128956,lincRNA,+,KNOWN,
1,17145362,17164271,protein_coding,+,KNOWN,
1,17168403,17173103,lincRNA,+,KNOWN,
1,17250114,17250492,processed_pseudogene,-,KNOWN,
1,17394958,17395429,processed_pseudogene,+,KNOWN,
1,17397412,17400281,processed_pseudogene,-,KNOWN,
1,17429043,17429528,processed_pseudogene,-,KNOWN,
1,17520001,17520111,snoRNA,+,KNOWN,
1,17601901,17630939,protein_coding,+,KNOWN,
1,17615084,17641081,antisense,-,KNOWN,
1,17676027,17727646,antisense,-,KNOWN,
1,17727045,17766344,protein_coding,+,KNOWN,
1,17741915,17805417,antisense,-,KNOWN,
1,17947041,17948439,processed_pseudogene,+,KNOWN,
1,17993010,17999622,unprocessed_pseudogene,-,KNOWN,
1,17993813,17997483,processed_pseudogene,+,KNOWN,
1,18005961,18016186,unprocessed_pseudogene,-,KNOWN,
1,18034818,18058790,transcribed_unprocessed_pseudogene,-,KNOWN,
1,18115191,18145902,protein_coding,-,KNOWN,
1,18210053,18223564,unprocessed_pseudogene,-,KNOWN,
1,18236473,18237443,protein_coding,-,KNOWN,
1,18250980,18265138,protein_coding,-,KNOWN,
1,18262395,18263379,processed_pseudogene,-,KNOWN,
1,18307824,18313906,lincRNA,+,KNOWN,
1,18708428,18709336,processed_pseudogene,+,KNOWN,
1,18969762,18969833,snoRNA,-,KNOWN,
1,19037266,19037377,processed_pseudogene,+,KNOWN,
1,19062857,19063135,processed_pseudogene,+,KNOWN,
1,19063300,19104840,antisense,-,KNOWN,
1,19103022,19166346,protein_coding,+,KNOWN,
1,19153422,19153966,processed_pseudogene,-,KNOWN,
1,19208914,19238576,protein_coding,+,KNOWN,
1,19242725,19243769,lincRNA,+,KNOWN,
1,19320226,19320697,processed_pseudogene,-,KNOWN,
1,19330939,19333184,processed_pseudogene,+,KNOWN,
1,19513855,19513919,snoRNA,-,KNOWN,
1,19614269,19616767,TEC,+,KNOWN,
1,20057779,20618064,protein_coding,-,KNOWN,
1,20062070,20065548,TEC,-,KNOWN,
1,20356452,20392300,antisense,+,KNOWN,
1,20444258,20444810,processed_pseudogene,-,KNOWN,
1,20444811,20444912,snRNA,-,KNOWN,
1,20679010,20679082,miRNA,+,KNOWN,
1,20679023,20684298,lincRNA,+,KNOWN,
1,20682769,20682887,miRNA,+,KNOWN,
1,20730905,20734496,protein_coding,+,KNOWN,
1,20777146,20790617,protein_coding,-,KNOWN,
1,20802968,20820312,protein_coding,-,KNOWN,
1,20821331,20822516,processed_pseudogene,+,KNOWN,
1,20836661,20839689,lincRNA,+,KNOWN,
1,20842535,20842666,snoRNA,-,KNOWN,
1,20888650,20890473,lincRNA,-,KNOWN,
1,20890606,20939650,protein_coding,+,KNOWN,
1,20915410,20915540,snoRNA,-,KNOWN,
1,20945711,20946914,processed_pseudogene,+,KNOWN,
1,20951626,20990841,protein_coding,+,KNOWN,
1,20996299,21079229,protein_coding,-,KNOWN,
1,21080114,21081748,antisense,+,KNOWN,
1,21178988,21187427,unprocessed_pseudogene,+,KNOWN,
1,21218575,21230167,protein_coding,+,KNOWN,
1,21234722,21236821,TEC,+,KNOWN,
1,21240589,21265661,protein_coding,+,KNOWN,
1,21250359,21271593,antisense,-,KNOWN,
1,21272403,21272906,unprocessed_pseudogene,+,KNOWN,
1,21285246,21298312,transcribed_unprocessed_pseudogene,-,KNOWN,
1,21312517,21316320,unprocessed_pseudogene,-,KNOWN,
1,21349641,21352200,protein_coding,+,KNOWN,
1,21354005,21355116,unprocessed_pseudogene,+,KNOWN,
1,21364803,21365030,processed_pseudogene,+,KNOWN,
1,21368331,21370845,protein_coding,+,KNOWN,
1,21372670,21373764,unprocessed_pseudogene,+,KNOWN,
1,21379555,21379782,processed_pseudogene,+,KNOWN,
1,21383556,21386373,protein_coding,+,KNOWN,
1,21390906,21391101,processed_pseudogene,+,KNOWN,
1,21398403,21961942,protein_coding,-,KNOWN,
1,21454691,21457017,TEC,-,KNOWN,
1,21511933,21513056,processed_pseudogene,-,KNOWN,
1,21838948,21840514,TEC,-,KNOWN,
1,21959842,21962530,lincRNA,+,KNOWN,
1,22030064,22030615,processed_pseudogene,-,KNOWN,
1,22237849,22238295,processed_pseudogene,+,KNOWN,
1,22286251,22805724,protein_coding,-,KNOWN,
1,22740764,22741565,processed_pseudogene,+,KNOWN,
1,22984863,22987125,processed_pseudogene,-,KNOWN,
1,23048295,23235673,sense_overlapping,-,KNOWN,
1,23100473,23102253,protein_coding,-,KNOWN,
1,23245211,23245331,snoRNA,+,KNOWN,
1,23255685,23256407,TEC,-,KNOWN,
1,23272269,23272339,miRNA,+,KNOWN,
1,23291537,23291935,lincRNA,+,KNOWN,
1,23291701,23291784,miRNA,+,KNOWN,
1,23293729,23294075,lincRNA,+,KNOWN,
1,23345956,23346599,processed_pseudogene,-,KNOWN,
1,23366424,23397772,protein_coding,-,KNOWN,
1,23479539,23480527,processed_pseudogene,+,KNOWN,
1,23574587,23596664,lincRNA,+,KNOWN,
1,23761753,23849158,protein_coding,+,KNOWN,
1,23844846,23922317,protein_coding,-,KNOWN,
1,23995939,24005656,protein_coding,-,KNOWN,
1,24005505,24005894,TEC,+,KNOWN,
1,24011093,24100341,protein_coding,-,KNOWN,
1,24100625,24103424,TEC,+,KNOWN,
1,24125275,24126141,processed_pseudogene,+,KNOWN,
1,24177610,24252684,protein_coding,+,KNOWN,
1,24261890,24587472,protein_coding,-,KNOWN,
1,24548841,24548977,snoRNA,-,KNOWN,
1,24594087,24595423,processed_pseudogene,-,KNOWN,
1,24611535,24612410,unprocessed_pseudogene,-,KNOWN,
1,24612407,24612700,unprocessed_pseudogene,-,KNOWN,
1,24612775,24613119,unprocessed_pseudogene,-,KNOWN,
1,24613189,24613971,unprocessed_pseudogene,-,KNOWN,
1,24613974,24614651,unprocessed_pseudogene,-,KNOWN,
1,24614885,24615565,unprocessed_pseudogene,-,KNOWN,
1,24615706,24616197,unprocessed_pseudogene,-,KNOWN,
1,24678630,24766301,protein_coding,+,KNOWN,
1,24910461,24911659,processed_pseudogene,-,KNOWN,
1,24963209,24965158,lincRNA,-,KNOWN,
1,25011941,25012756,processed_pseudogene,+,KNOWN,
1,25026581,25027232,lincRNA,-,KNOWN,
1,25067476,25829707,protein_coding,-,KNOWN,
1,25223730,25224173,processed_pseudogene,+,KNOWN,
1,25276404,25277954,TEC,-,KNOWN,
1,25279445,25279551,snRNA,-,KNOWN,
1,25284218,25285248,TEC,-,KNOWN,
1,25296512,25299886,TEC,-,KNOWN,
1,25314276,25317708,TEC,-,KNOWN,
1,25325866,25328398,TEC,-,KNOWN,
1,25345978,25349082,TEC,-,KNOWN,
1,25362564,25365820,TEC,-,KNOWN,
1,25451071,25451174,snRNA,+,KNOWN,
1,25608250,25611184,TEC,-,KNOWN,
1,25614946,25615515,processed_pseudogene,-,KNOWN,
1,25620238,25623180,TEC,-,KNOWN,
1,25672245,25676239,TEC,-,KNOWN,
1,25686062,25691501,TEC,-,KNOWN,
1,25722038,25724778,TEC,-,KNOWN,
1,25735389,25738969,TEC,-,KNOWN,
1,25755343,25759033,TEC,-,KNOWN,
1,25775757,25780306,TEC,-,KNOWN,
1,25797281,25800905,TEC,-,KNOWN,
1,25804097,25807406,TEC,-,KNOWN,
1,25808956,25809972,TEC,-,KNOWN,
1,25824390,25824719,TEC,-,KNOWN,
1,25830657,25831878,TEC,+,KNOWN,
1,25996604,25997159,processed_pseudogene,-,KNOWN,
1,26466236,26466886,processed_pseudogene,+,KNOWN,
1,26566833,26566938,snoRNA,+,KNOWN,
1,26681814,26687460,protein_coding,-,KNOWN,
1,26959103,26959221,rRNA,-,KNOWN,
1,27336352,27336768,processed_pseudogene,-,KNOWN,
1,27884046,27902396,lincRNA,+,KNOWN,
1,27900419,27901072,processed_pseudogene,-,KNOWN,
1,27989910,27991782,processed_pseudogene,+,KNOWN,
1,28569918,28571431,TEC,+,KNOWN,
1,28580499,28580772,processed_pseudogene,-,KNOWN,
1,28776117,28780252,protein_coding,-,KNOWN,
1,28800240,28802721,processed_pseudogene,-,KNOWN,
1,28938036,28938339,processed_pseudogene,+,KNOWN,
1,29219700,29220249,processed_pseudogene,+,KNOWN,
1,29280964,29281075,misc_RNA,-,KNOWN,
1,29301480,29301579,miRNA,+,KNOWN,
1,29361275,29361370,miRNA,-,KNOWN,
1,29421488,29421612,miRNA,+,KNOWN,
1,29484604,29485915,processed_pseudogene,-,KNOWN,
1,29930094,29930715,processed_pseudogene,+,KNOWN,
1,29985934,29986043,miRNA,+,KNOWN,
1,30333291,30333397,miRNA,-,KNOWN,
1,30718560,30719962,lincRNA,-,KNOWN,
1,30769687,30771815,unprocessed_pseudogene,+,KNOWN,
1,30794548,30794875,processed_pseudogene,-,KNOWN,
1,30802339,30873921,protein_coding,-,KNOWN,
1,30833548,30836431,TEC,-,KNOWN,
1,30865504,30868538,TEC,-,KNOWN,
1,30940302,30949770,protein_coding,-,KNOWN,
1,30977244,30977967,processed_pseudogene,-,KNOWN,
1,30986226,30986952,processed_pseudogene,-,KNOWN,
1,30998184,30998906,processed_pseudogene,-,KNOWN,
1,31019188,31096454,lincRNA,-,KNOWN,
1,31041919,31043675,lincRNA,+,KNOWN,
1,31122725,31122862,rRNA,-,KNOWN,
1,31135226,31222684,protein_coding,-,KNOWN,
1,31136026,31150105,antisense,+,KNOWN,
1,31164549,31164773,processed_pseudogene,+,KNOWN,
1,31176401,31204725,protein_coding,+,KNOWN,
1,31222838,31224288,protein_coding,+,KNOWN,
1,31259593,31259719,snoRNA,-,KNOWN,
1,31267326,31267884,processed_pseudogene,+,KNOWN,
1,31274892,31275455,processed_pseudogene,+,KNOWN,
1,31286945,31287640,processed_pseudogene,+,KNOWN,
1,31559540,31561400,processed_pseudogene,+,KNOWN,
1,31615149,31616661,processed_pseudogene,+,KNOWN,
1,31656632,31656738,snRNA,-,KNOWN,
1,31736057,31736891,processed_pseudogene,+,KNOWN,
1,32172714,32658568,protein_coding,+,KNOWN,
1,32213133,32213239,snRNA,-,KNOWN,
1,32473757,32475565,TEC,+,KNOWN,
1,32485315,32486942,TEC,+,KNOWN,
1,32496444,32497988,TEC,+,KNOWN,
1,32519563,32520999,TEC,-,KNOWN,
1,32539028,32542440,TEC,+,KNOWN,
1,32543686,32547294,protein_coding,-,KNOWN,
1,32568359,32568421,snRNA,-,KNOWN,
1,32710179,32712648,TEC,+,KNOWN,
1,32726639,32726930,misc_RNA,+,KNOWN,
1,32967484,32972490,TEC,-,KNOWN,
1,33028160,33030290,processed_pseudogene,-,KNOWN,
1,33065130,33066350,lincRNA,+,KNOWN,
1,33100907,33102695,processed_pseudogene,+,KNOWN,
1,33108905,33109655,processed_pseudogene,-,KNOWN,
1,33191993,33192102,snRNA,+,KNOWN,
1,33212774,33215475,lincRNA,-,KNOWN,
1,33235939,33237631,processed_pseudogene,+,KNOWN,
1,33293676,33293775,snRNA,+,KNOWN,
1,33315670,33316582,processed_pseudogene,-,KNOWN,
1,33371331,33373585,processed_pseudogene,+,KNOWN,
1,33422733,33422838,snRNA,+,KNOWN,
1,33453810,33669795,protein_coding,-,KNOWN,
1,33482101,33482518,processed_pseudogene,+,KNOWN,
1,33613758,33616832,TEC,-,KNOWN,
1,33657781,33658108,processed_pseudogene,+,KNOWN,
1,33669824,33670712,TEC,+,KNOWN,
1,33671915,33674228,TEC,-,KNOWN,
1,33719887,33742564,protein_coding,+,KNOWN,
1,33745484,33757795,protein_coding,-,KNOWN,
1,33748007,33748347,TEC,+,KNOWN,
1,33761545,33814595,protein_coding,-,KNOWN,
1,33836124,33838680,processed_pseudogene,-,KNOWN,
1,33852052,33907816,protein_coding,-,KNOWN,
1,33889490,33891117,TEC,-,KNOWN,
1,33908225,34308661,protein_coding,+,KNOWN,
1,33922455,33924838,TEC,+,KNOWN,
1,33963352,33963685,processed_pseudogene,-,KNOWN,
1,33981410,33981502,snRNA,-,KNOWN,
1,34032100,34033797,TEC,+,KNOWN,
1,34117359,34117431,miRNA,+,KNOWN,
1,34165856,34178446,processed_transcript,-,KNOWN,
1,34236596,34238820,TEC,+,KNOWN,
1,34269882,34271128,TEC,-,KNOWN,
1,34329433,34330307,lincRNA,-,KNOWN,
1,34350775,34351161,TEC,+,KNOWN,
1,34367371,34369003,processed_pseudogene,+,KNOWN,
1,34415050,34417986,transcribed_processed_pseudogene,-,KNOWN,
1,34427002,34433264,lincRNA,-,KNOWN,
1,34433121,34433199,miRNA,-,KNOWN,
1,34436670,34439672,protein_coding,-,KNOWN,
1,34439511,34444730,antisense,-,KNOWN,
1,34439851,34449356,protein_coding,+,KNOWN,
1,34459762,34475733,protein_coding,+,KNOWN,
1,34468834,34473148,processed_transcript,-,KNOWN,
1,34477167,34485933,lincRNA,-,KNOWN,
1,34498410,34503063,protein_coding,+,KNOWN,
1,34523716,34524007,processed_pseudogene,-,KNOWN,
1,34535648,34544313,protein_coding,+,KNOWN,
1,34538086,34538560,processed_pseudogene,-,KNOWN,
1,34543968,34560943,protein_coding,-,KNOWN,
1,34579202,34579711,antisense,-,KNOWN,
1,34579657,34590944,protein_coding,+,KNOWN,
1,34607297,34607719,processed_pseudogene,-,KNOWN,
1,34610572,34610806,processed_pseudogene,-,KNOWN,
1,34610908,34612303,processed_pseudogene,-,KNOWN,
1,34635544,34636189,processed_pseudogene,-,KNOWN,
1,34678188,34813309,protein_coding,+,KNOWN,
1,34752775,34752922,processed_pseudogene,+,KNOWN,
1,34753123,34753477,processed_pseudogene,+,KNOWN,
1,34809360,34811908,antisense,-,KNOWN,
1,34813219,34843065,protein_coding,-,KNOWN,
1,34823525,34826560,TEC,+,KNOWN,
1,34849976,34879580,protein_coding,+,KNOWN,
1,34928509,34930645,processed_pseudogene,+,KNOWN,
1,34969627,34969855,processed_pseudogene,-,KNOWN,
1,34970065,34970500,processed_pseudogene,+,KNOWN,
1,34985656,34985890,processed_pseudogene,+,KNOWN,
1,35178956,35179084,snoRNA,-,KNOWN,
1,35625606,35651297,lincRNA,-,KNOWN,
1,35761602,35761706,snRNA,+,KNOWN,
1,35806974,35810462,lincRNA,+,KNOWN,
1,35879845,35881119,lincRNA,+,KNOWN,
1,35958919,35959822,processed_pseudogene,+,KNOWN,
1,35981960,35986373,lincRNA,-,KNOWN,
1,36002985,36011044,lincRNA,-,KNOWN,
1,36011072,36011894,lincRNA,+,KNOWN,
1,36029647,36031018,TEC,-,KNOWN,
1,36068400,36106446,protein_coding,+,KNOWN,
1,36105384,36106446,antisense,-,KNOWN,
1,36132042,36138746,lincRNA,+,KNOWN,
1,36140027,36244720,protein_coding,-,KNOWN,
1,36144252,36144313,miRNA,-,KNOWN,
1,36264597,36274679,protein_coding,-,KNOWN,
1,36307733,36324029,protein_coding,+,KNOWN,
1,36332708,36333420,lincRNA,+,KNOWN,
1,36335730,36369181,protein_coding,-,KNOWN,
1,36348682,36348758,miRNA,-,KNOWN,
1,36372291,36422110,protein_coding,+,KNOWN,
1,36419871,36445271,protein_coding,-,KNOWN,
1,36471620,36508764,protein_coding,+,KNOWN,
1,36473952,36476110,TEC,+,KNOWN,
1,36506562,36506702,miRNA,+,NOVEL,
1,36511867,36528237,protein_coding,+,KNOWN,
1,36527534,36528237,antisense,-,KNOWN,
1,36530188,36536883,protein_coding,-,KNOWN,
1,36530193,36539429,protein_coding,-,KNOWN,
1,36537507,36547445,protein_coding,-,KNOWN,
1,36548639,36558349,protein_coding,-,KNOWN,
1,36557701,36565613,processed_transcript,+,KNOWN,
1,36562692,36683183,protein_coding,-,KNOWN,
1,36601802,36602146,processed_pseudogene,+,KNOWN,
1,36663965,36664039,miRNA,+,KNOWN,
1,36691484,36693681,protein_coding,+,KNOWN,
1,36698114,36714422,protein_coding,-,KNOWN,
1,36710149,36757953,protein_coding,+,KNOWN,
1,36739048,36744792,lincRNA,-,KNOWN,
1,36761798,36782818,protein_coding,+,KNOWN,
1,36764863,36765874,transcribed_processed_pseudogene,-,KNOWN,
1,36792191,36943666,protein_coding,-,KNOWN,
1,36871903,36872045,TEC,-,KNOWN,
1,36913601,36916539,sense_intronic,-,KNOWN,
1,36922797,36926348,TEC,-,KNOWN,
1,36957930,36958427,processed_pseudogene,-,KNOWN,
1,37005439,37005557,rRNA,+,KNOWN,
1,37026596,37187613,protein_coding,+,KNOWN,
1,37132273,37133264,antisense,-,KNOWN,
1,37214434,37263384,protein_coding,+,KNOWN,
1,37299352,37299697,TEC,-,KNOWN,
1,37299865,37410736,protein_coding,+,KNOWN,
1,37329667,37334172,antisense,-,KNOWN,
1,37330971,37331504,TEC,-,KNOWN,
