chromosome,start,end,segmented_coverage
1,148510000,149460000,27
1,149460000,149510000,0
1,149510000,149650000,60
1,149650000,151740000,153
1,151740000,151830000,168
1,151830000,151970000,183
1,151970000,152080000,209
1,152080000,152440000,187
1,152440000,154040000,79
1,154040000,154140000,62
1,154140000,155300000,58
1,155300000,155900000,61
1,155900000,156910000,58
1,156910000,157670000,62
1,157670000,157960000,41
1,157960000,158080000,37
1,158080000,158410000,102
1,158410000,159210000,41
1,159210000,159740000,44
1,159740000,160400000,40
1,160400000,160880000,43
1,160880000,161400000,40
1,161400000,161450000,90
1,161450000,161580000,42
1,161580000,161650000,38
1,161650000,161740000,41
1,161740000,161900000,46
1,161900000,163160000,43
1,163160000,163240000,60
1,163240000,163610000,42
1,163610000,164470000,44
1,164470000,166530000,42
1,166530000,166790000,104
1,166790000,167090000,98
1,167090000,167390000,43
1,167390000,167710000,40
1,167710000,168340000,43
1,168340000,169250000,104
1,169250000,169580000,109
1,169580000,170480000,104
1,170480000,171820000,100
1,171820000,172030000,103
1,172030000,172580000,108
1,172580000,174680000,104
1,174680000,175200000,96
1,175200000,175280000,102
1,175280000,175910000,94
1,175910000,176730000,101
1,176730000,177220000,98
1,177220000,177330000,102
1,177330000,177740000,105
1,177740000,178070000,99
1,178070000,178920000,45
1,178920000,179230000,97
1,179230000,179710000,104
1,179710000,179820000,95
1,179820000,180090000,105
1,180090000,180250000,95
1,180250000,180470000,110
1,180470000,180670000,103
1,180670000,180710000,127
1,180710000,180840000,155
1,180840000,181230000,140
1,181230000,181280000,157
1,181280000,181550000,141
1,181550000,181670000,100
1,181670000,182380000,42
1,182380000,183130000,102
1,183130000,183410000,96
1,183410000,183530000,104
1,183530000,183590000,93
1,183590000,185460000,103
1,185460000,185930000,108
1,185930000,186160000,114
1,186160000,186570000,108
1,186570000,187780000,105
1,187780000,188080000,108
1,188080000,189210000,111
1,189210000,189450000,108
1,189450000,190620000,106
1,190620000,192010000,110
1,192010000,192350000,106
1,192350000,192870000,102
1,192870000,192930000,86
1,192930000,196730000,103
1,196730000,196790000,95
1,196790000,198370000,104
1,198370000,199710000,125
1,199710000,199860000,119
1,199860000,200040000,111
1,200040000,200310000,118
1,200310000,200520000,136
1,200520000,200830000,142
1,200830000,201480000,131
1,201480000,201530000,149
1,201530000,201730000,131
1,201730000,201980000,40
1,201980000,202010000,107
1,202010000,202350000,131
1,202350000,202550000,143
1,202550000,205910000,132
1,205910000,205930000,67
1,205930000,206070000,0
1,206070000,206340000,131
1,206340000,206480000,0
1,206480000,206590000,164
1,206590000,207920000,135
1,207920000,207970000,44
1,207970000,208130000,40
1,208130000,208420000,37
1,208420000,210090000,39
1,210090000,210270000,42
1,210270000,210990000,40
1,210990000,211280000,43
1,211280000,213270000,40
1,213270000,213450000,43
1,213450000,214810000,40
1,214810000,215500000,168
1,215500000,215800000,197
1,215800000,216540000,166
1,216540000,217320000,158
1,217320000,219770000,163
1,219770000,220860000,80
1,220860000,221070000,74
1,221070000,222610000,79
1,222610000,222720000,73
1,222720000,223700000,80
1,223700000,223750000,49
1,223750000,223800000,0
1,223800000,224190000,79
1,224190000,224310000,97
1,224310000,225090000,79
1,225090000,225560000,86
1,225560000,227190000,77
1,227190000,227520000,83
1,227520000,227650000,77
1,227650000,227910000,81
1,227910000,228740000,77
1,228740000,228790000,251
1,228790000,230180000,79
1,230180000,230580000,74
1,230580000,231150000,80
1,231150000,231460000,76
1,231460000,234200000,80
1,234200000,234910000,78
1,234910000,234960000,101
1,234960000,235190000,78
1,235190000,235240000,0
1,235240000,235840000,77
1,235840000,236020000,84
1,236020000,239030000,77
1,239030000,239080000,88
1,239080000,240400000,76
1,240400000,240550000,82
1,240550000,240900000,76
1,240900000,242030000,81
1,242030000,242200000,73
1,242200000,242830000,78
1,242830000,243050000,75
1,243050000,243180000,70
1,243180000,243690000,77
1,243690000,244000000,81
1,244000000,244570000,75
1,244570000,244760000,83
1,244760000,245290000,77
1,245290000,245780000,73
1,245780000,246390000,79
1,246390000,246460000,105
1,246460000,248910000,80
1,248910000,249050000,0
1,249050000,249250621,66
2,0,1220000,77
2,1220000,3530000,72
2,3530000,3580000,0
2,3580000,3840000,71
2,3840000,4980000,75
2,4980000,5020000,69
2,5020000,5110000,0
2,5110000,16240000,75
2,16240000,16280000,66
2,16280000,16330000,0
2,16330000,16980000,75
2,16980000,17710000,80
2,17710000,19180000,77
2,19180000,19230000,48
2,19230000,19580000,78
2,19580000,19630000,87
2,19630000,20900000,77
2,20900000,21010000,83
2,21010000,21070000,92
2,21070000,21150000,76
2,21150000,21200000,39
2,21200000,21470000,77
2,21470000,23220000,75
2,23220000,23540000,72
2,23540000,23930000,69
2,23930000,24720000,76
2,24720000,24980000,82
2,24980000,25330000,74
2,25330000,25570000,69
2,25570000,25660000,73
2,25660000,26100000,77
2,26100000,28030000,73
2,28030000,28470000,80
2,28470000,29340000,73
2,29340000,29410000,81
2,29410000,30690000,72
2,30690000,30860000,80
2,30860000,30960000,92
2,30960000,31100000,77
2,31100000,31630000,72
2,31630000,35040000,77
2,35040000,35970000,82
2,35970000,37950000,77
2,37950000,38000000,112
2,38000000,38100000,76
2,38100000,38260000,96
2,38260000,39200000,76
2,39200000,39300000,83
2,39300000,39420000,74
2,39420000,39640000,80
2,39640000,40900000,77
2,40900000,40960000,98
2,40960000,42090000,78
2,42090000,42390000,72
2,42390000,42720000,77
2,42720000,42800000,69
2,42800000,42880000,75
2,42880000,42990000,80
2,42990000,43540000,72
2,43540000,44210000,80
2,44210000,44520000,74
2,44520000,45010000,78
2,45010000,45150000,74
2,45150000,45280000,68
2,45280000,45610000,77
2,45610000,45810000,83
2,45810000,46780000,75
2,46780000,47020000,79
2,47020000,47320000,72
2,47320000,47970000,75
2,47970000,48030000,68
2,48030000,48720000,78
2,48720000,48800000,70
2,48800000,49980000,76
2,49980000,51140000,75
2,51140000,55960000,76
2,55960000,58410000,79
2,58410000,60490000,75
2,60490000,60790000,71
2,60790000,61110000,74
2,61110000,61620000,78
2,61620000,62770000,74
2,62770000,64200000,80
2,64200000,65830000,74
2,65830000,71670000,76
2,71670000,72420000,74
2,72420000,73060000,81
2,73060000,73120000,89
2,73120000,73530000,71
2,73530000,74100000,80
2,74100000,74640000,74
2,74640000,74800000,68
2,74800000,78940000,78
2,78940000,81150000,74
2,81150000,84010000,78
2,84010000,84550000,76
2,84550000,85080000,79
2,85080000,86600000,73
2,86600000,86900000,79
2,86900000,87470000,75
2,87470000,87570000,84
2,87570000,87630000,198
2,87630000,87670000,48
2,87670000,87720000,0
2,87720000,89640000,74
2,89640000,89830000,0
2,89830000,90320000,90
2,90320000,90370000,0
2,90370000,90490000,345
2,90490000,90550000,83
2,90550000,91590000,0
2,91590000,91920000,274
2,91920000,92240000,112
2,92240000,92280000,243
2,92280000,92330000,2891
2,92330000,95320000,0
2,95320000,96590000,79
2,96590000,96640000,137
2,96640000,97490000,77
2,97490000,97650000,92
2,97650000,97740000,85
2,97740000,97800000,80
2,97800000,97930000,128
2,97930000,98360000,74
2,98360000,98410000,78
2,98410000,98610000,84
2,98610000,99570000,78
2,99570000,99750000,86
2,99750000,101000000,79
2,101000000,102380000,76
2,102380000,104970000,79
2,104970000,105460000,74
2,105460000,105540000,68
2,105540000,105720000,79
2,105720000,107020000,73
2,107020000,107080000,83
2,107080000,107210000,70
2,107210000,107360000,76
2,107360000,107510000,71
2,107510000,108440000,75
2,108440000,108570000,69
2,108570000,109520000,77
2,109520000,110110000,73
2,110110000,110250000,0
2,110250000,110690000,74
2,110690000,110740000,36
2,110740000,110980000,77
2,110980000,111030000,50
2,111030000,111150000,77
2,111150000,111200000,40
2,111200000,113040000,76
2,113040000,113190000,85
2,113190000,113720000,76
2,113720000,113790000,101
2,113790000,114170000,73
2,114170000,114320000,84
2,114320000,114370000,120
2,114370000,119300000,75
2,119300000,120050000,72
2,120050000,120520000,75
2,120520000,120960000,82
2,120960000,122100000,71
2,122100000,122440000,77
2,122440000,123500000,74
2,123500000,124910000,76
2,124910000,125760000,73
2,125760000,127410000,76
2,127410000,127950000,72
2,127950000,128080000,95
2,128080000,131230000,74
2,131230000,131310000,55
2,131310000,131370000,81
2,131370000,131420000,103
2,131420000,131930000,74
2,131930000,132180000,80
2,132180000,132290000,69
2,132290000,132760000,80
2,132760000,132840000,121
2,132840000,132960000,86
2,132960000,133120000,189
2,133120000,134150000,76
2,134150000,134200000,100
2,134200000,134820000,78
2,134820000,134960000,73
2,134960000,135120000,77
2,135120000,135350000,72
2,135350000,136450000,78
2,136450000,137210000,75
2,137210000,138120000,77
2,138120000,140400000,81
2,140400000,141640000,77
2,141640000,141700000,95
2,141700000,141900000,78
2,141900000,142030000,55
2,142030000,142160000,40
2,142160000,142400000,60
2,142400000,149700000,77
2,149700000,149790000,0
2,149790000,149900000,75
2,149900000,151330000,80
2,151330000,153830000,77
2,153830000,154870000,81
2,154870000,154920000,74
2,154920000,155620000,81
2,155620000,156350000,84
2,156350000,157060000,81
2,157060000,157170000,85
2,157170000,157320000,76
2,157320000,158020000,81
2,158020000,158640000,79
2,158640000,158770000,73
2,158770000,159170000,79
2,159170000,159310000,84
2,159310000,159580000,79
2,159580000,160160000,75
2,160160000,161360000,80
2,161360000,162390000,81
2,162390000,162830000,85
2,162830000,163870000,80
2,163870000,164410000,78
2,164410000,164950000,76
2,164950000,166430000,78
2,166430000,169120000,76
2,169120000,170620000,78
2,170620000,170720000,72
2,170720000,171050000,80
2,171050000,171270000,77
2,171270000,171420000,74
2,171420000,171500000,78
2,171500000,171840000,72
2,171840000,176930000,77
2,176930000,177060000,63
2,177060000,178410000,76
2,178410000,179770000,74
2,179770000,182660000,78
2,182660000,188050000,80
2,188050000,190350000,82
2,190350000,192360000,80
2,192360000,192460000,74
2,192460000,192660000,79
2,192660000,192730000,88
2,192730000,193440000,79
2,193440000,194090000,83
2,194090000,196200000,80
2,196200000,198170000,78
2,198170000,198400000,73
2,198400000,199980000,78
2,199980000,200540000,74
2,200540000,201760000,78
2,201760000,201860000,98
2,201860000,202690000,77
2,202690000,203270000,73
2,203270000,204950000,77
2,204950000,205010000,95
2,205010000,205450000,75
2,205450000,205550000,59
2,205550000,205590000,76
2,205590000,205700000,59
2,205700000,206470000,76
2,206470000,206860000,70
2,206860000,207000000,75
2,207000000,207140000,70
2,207140000,209160000,75
2,209160000,210350000,80
2,210350000,211600000,76
2,211600000,212640000,80
2,212640000,214220000,82
2,214220000,215510000,79
2,215510000,216110000,81
2,216110000,216570000,79
2,216570000,217090000,76
2,217090000,217160000,70
2,217160000,217490000,75
2,217490000,217560000,69
2,217560000,217990000,75
2,217990000,218420000,79
2,218420000,218650000,76
2,218650000,218900000,70
2,218900000,219120000,75
2,219120000,219300000,71
2,219300000,219420000,80
2,219420000,219690000,75
2,219690000,220510000,70
2,220510000,220800000,76
2,220800000,221150000,80
2,221150000,221720000,83
2,221720000,222150000,80
2,222150000,223150000,77
2,223150000,223200000,68
2,223200000,223350000,78
2,223350000,224470000,59
2,224470000,225320000,55
2,225320000,225450000,59
2,225450000,225670000,55
2,225670000,225910000,57
2,225910000,226690000,61
2,226690000,227160000,63
2,227160000,227470000,60
2,227470000,231050000,56
2,231050000,231400000,59
2,231400000,231930000,54
2,231930000,232040000,60
2,232040000,232680000,54
2,232680000,232730000,67
2,232730000,232860000,54
2,232860000,233060000,60
2,233060000,233580000,54
2,233580000,233700000,58
2,233700000,234000000,53
2,234000000,234050000,0
2,234050000,234410000,53
2,234410000,234620000,60
2,234620000,235140000,55
2,235140000,237210000,53
2,237210000,238310000,57
2,238310000,238530000,68
2,238530000,239790000,56
2,239790000,239840000,0
2,239840000,241550000,53
2,241550000,242990000,71
2,242990000,243100000,79
2,243100000,243199373,0
3,0,60000,0
3,60000,610000,99
3,610000,660000,133
3,660000,1830000,100
3,1830000,2560000,97
3,2560000,2610000,81
3,2610000,3320000,95
3,3320000,3640000,99
3,3640000,3900000,95
3,3900000,4810000,103
3,4810000,4860000,79
3,4860000,5020000,103
3,5020000,5170000,92
3,5170000,7850000,97
3,7850000,8040000,101
3,8040000,8090000,116
3,8090000,9530000,100
3,9530000,11300000,93
3,11300000,11820000,97
3,11820000,12460000,101
3,12460000,12700000,96
3,12700000,13330000,93
3,13330000,13520000,97
3,13520000,13760000,92
3,13760000,13810000,102
3,13810000,13940000,91
3,13940000,14340000,102
3,14340000,14650000,93
3,14650000,15170000,98
3,15170000,15300000,106
3,15300000,15620000,97
3,15620000,15900000,106
3,15900000,22430000,100
3,22430000,23510000,103
3,23510000,23640000,84
3,23640000,24000000,76
3,24000000,24770000,82
3,24770000,25630000,79
3,25630000,27500000,82
3,27500000,29800000,80
3,29800000,30280000,83
3,30280000,32350000,62
3,32350000,33190000,58
3,33190000,33920000,63
3,33920000,38030000,61
3,38030000,38210000,58
3,38210000,38300000,66
3,38300000,38790000,58
3,38790000,41320000,60
3,41320000,41880000,43
3,41880000,42960000,40
3,42960000,43730000,42
3,43730000,46170000,40
3,46170000,46290000,44
3,46290000,46800000,40
3,46800000,46850000,53
3,46850000,46880000,43
3,46880000,47060000,37
3,47060000,47180000,42
3,47180000,47640000,39
3,47640000,47780000,42
3,47780000,47870000,58
3,47870000,50720000,39
3,50720000,51340000,43
3,51340000,51630000,40
3,51630000,51760000,37
3,51760000,51940000,41
3,51940000,52530000,38
3,52530000,53350000,40
3,53350000,53520000,43
3,53520000,55820000,40
3,55820000,56710000,42
3,56710000,57270000,39
3,57270000,57390000,43
3,57390000,57920000,41
3,57920000,58710000,39
3,58710000,58790000,43
3,58790000,58850000,59
3,58850000,59390000,42
3,59390000,60320000,40
3,60320000,61500000,41
3,61500000,61600000,38
3,61600000,62060000,388
3,62060000,62430000,309
3,62430000,62640000,344
3,62640000,62840000,308
3,62840000,62960000,407
3,62960000,63030000,329
3,63030000,63230000,405
3,63230000,63610000,319
3,63610000,63700000,405
3,63700000,63750000,1007
3,63750000,63930000,443
3,63930000,63980000,183
3,63980000,64960000,778
3,64960000,66180000,57
3,66180000,66270000,0
3,66270000,70330000,60
3,70330000,70920000,65
3,70920000,71450000,60
3,71450000,72790000,58
3,72790000,72900000,62
3,72900000,73680000,59
3,73680000,73870000,62
3,73870000,75330000,81
3,75330000,75390000,73
3,75390000,75430000,80
3,75430000,75570000,69
3,75570000,75680000,28
3,75680000,75810000,74
3,75810000,76030000,91
3,76030000,76430000,81
3,76430000,77790000,79
3,77790000,79170000,82
3,79170000,79430000,83
3,79430000,79530000,91
3,79530000,79620000,88
3,79620000,81070000,85
3,81070000,82660000,82
3,82660000,84660000,85
3,84660000,86350000,81
3,86350000,86400000,113
3,86400000,87050000,81
3,87050000,88010000,85
3,88010000,88360000,81
3,88360000,90320000,86
3,90320000,90510000,122
3,90510000,93500000,0
3,93500000,94070000,82
3,94070000,94520000,86
3,94520000,94580000,94
3,94580000,97020000,85
3,97020000,97380000,98
3,97380000,98240000,94
3,98240000,98570000,88
3,98570000,101000000,94
3,101000000,101200000,98
3,101200000,101570000,92
3,101570000,102130000,100
3,102130000,102270000,95
3,102270000,102310000,101
3,102310000,105710000,94
3,105710000,108290000,97
3,108290000,108430000,107
3,108430000,108830000,91
3,108830000,109140000,84
3,109140000,111100000,93
3,111100000,111190000,99
3,111190000,112090000,93
3,112090000,112140000,80
3,112140000,112570000,94
3,112570000,112660000,102
3,112660000,113040000,92
3,113040000,113230000,99
3,113230000,113670000,94
3,113670000,113790000,99
3,113790000,114860000,93
3,114860000,115590000,90
3,115590000,115760000,93
3,115760000,116090000,87
3,116090000,116190000,48
3,116190000,116270000,24
3,116270000,116510000,4
3,116510000,116550000,7
3,116550000,116860000,23
3,116860000,116920000,39
3,116920000,117050000,46
3,117050000,117200000,71
3,117200000,118480000,88
3,118480000,118610000,83
3,118610000,118890000,88
3,118890000,119450000,83
3,119450000,120400000,87
3,120400000,121210000,91
3,121210000,121380000,81
3,121380000,122610000,88
3,122610000,122880000,80
3,122880000,123000000,88
3,123000000,123210000,81
3,123210000,123300000,88
3,123300000,123540000,83
3,123540000,124410000,87
3,124410000,124640000,102
3,124640000,124940000,83
3,124940000,125060000,91
3,125060000,125580000,85
3,125580000,127640000,82
3,127640000,127700000,92
3,127700000,129220000,82
3,129220000,129340000,95
3,129340000,129360000,61
3,129360000,129610000,67
3,129610000,129760000,62
3,129760000,129810000,31
3,129810000,133460000,66
3,133460000,133790000,63
3,133790000,133960000,69
3,133960000,134210000,63
3,134210000,134310000,70
3,134310000,135110000,63
3,135110000,135870000,67
3,135870000,135980000,62
3,135980000,136180000,66
3,136180000,136350000,72
3,136350000,136440000,90
3,136440000,138040000,65
3,138040000,138180000,60
3,138180000,138530000,66
3,138530000,138710000,60
3,138710000,141130000,65
3,141130000,141210000,85
3,141210000,141340000,92
3,141340000,141800000,83
3,141800000,142540000,88
3,142540000,143630000,84
3,143630000,145560000,89
3,145560000,145820000,92
3,145820000,147070000,108
3,147070000,147140000,91
3,147140000,147890000,107
3,147890000,149160000,111
3,149160000,149450000,105
3,149450000,150310000,111
3,150310000,151050000,106
3,151050000,152270000,113
3,152270000,152710000,107
3,152710000,153100000,100
3,153100000,154150000,107
3,154150000,155070000,113
3,155070000,156560000,106
3,156560000,156780000,111
3,156780000,157850000,106
3,157850000,158020000,113
3,158020000,159430000,86
3,159430000,159960000,81
3,159960000,160740000,86
3,160740000,160760000,115
3,160760000,161250000,132
3,161250000,161440000,155
3,161440000,163180000,113
3,163180000,166030000,110
3,166030000,166960000,112
3,166960000,168240000,106
3,168240000,169150000,109
3,169150000,172070000,106
3,172070000,174170000,88
3,174170000,174670000,91
3,174670000,174920000,116
3,174920000,175340000,145
3,175340000,175490000,120
3,175490000,176200000,92
3,176200000,176660000,91
3,176660000,176730000,84
3,176730000,176830000,91
3,176830000,177080000,74
3,177080000,178960000,78
3,178960000,179580000,75
3,179580000,180580000,78
3,180580000,180670000,70
3,180670000,181410000,77
3,181410000,181630000,71
3,181630000,182310000,78
3,182310000,182540000,75
3,182540000,182690000,96
3,182690000,182800000,77
3,182800000,183870000,74
3,183870000,184520000,71
3,184520000,184760000,80
3,184760000,185180000,76
3,185180000,185540000,74
3,185540000,186750000,72
3,186750000,187100000,75
3,187100000,188070000,77
3,188070000,188120000,99
3,188120000,188650000,78
3,188650000,188740000,83
3,188740000,189090000,79
3,189090000,189400000,82
3,189400000,190970000,77
3,190970000,192500000,97
3,192500000,192660000,91
3,192660000,193190000,98
3,193190000,193260000,132
3,193260000,193690000,98
3,193690000,194120000,91
3,194120000,194200000,100
3,194200000,194510000,89
3,194510000,194710000,94
3,194710000,194990000,90
3,194990000,195160000,98
3,195160000,195210000,91
3,195210000,195260000,156
3,195260000,195340000,94
3,195340000,195450000,151
3,195450000,195670000,93
3,195670000,195730000,125
3,195730000,196490000,92
3,196490000,196670000,98
3,196670000,196760000,88
3,196760000,197920000,99
3,197920000,197970000,61
3,197970000,198022430,0
4,0,70000,285
4,70000,560000,57
4,560000,1110000,51
4,1110000,1160000,60
4,1160000,1430000,50
4,1430000,1480000,0
4,1480000,1540000,54
4,1540000,1810000,49
4,1810000,3570000,53
4,3570000,3640000,91
4,3640000,9160000,52
4,9160000,9210000,1
4,9210000,9280000,103
4,9280000,9330000,0
4,9330000,9380000,90
4,9380000,9450000,57
4,9450000,9500000,23
4,9500000,10640000,51
4,10640000,11370000,55
4,11370000,11470000,50
4,11470000,12250000,55
4,12250000,15850000,56
4,15850000,17490000,54
4,17490000,17670000,51
4,17670000,17790000,72
4,17790000,18280000,58
4,18280000,18410000,77
4,18410000,20740000,57
4,20740000,22880000,55
4,22880000,23110000,62
4,23110000,23450000,59
4,23450000,25460000,58
4,25460000,26100000,56
4,26100000,26540000,58
4,26540000,26740000,63
4,26740000,26890000,59
4,26890000,27040000,64
4,27040000,27180000,58
4,27180000,27390000,60
4,27390000,28120000,64
4,28120000,28440000,67
4,28440000,28970000,64
4,28970000,31040000,62
4,31040000,31800000,65
4,31800000,49090000,60
4,49090000,49150000,2539
4,49150000,49340000,175
4,49340000,49480000,0
4,49480000,49630000,85
4,49630000,49670000,295
4,49670000,52660000,0
4,52660000,52700000,96
4,52700000,53410000,63
4,53410000,53930000,60
4,53930000,54340000,63
4,54340000,54930000,59
4,54930000,55580000,57
4,55580000,57500000,60
4,57500000,58070000,56
4,58070000,59390000,60
4,59390000,59740000,61
4,59740000,59790000,0
4,59790000,60860000,61
4,60860000,61900000,58
4,61900000,61950000,52
4,61950000,63400000,57
4,63400000,65720000,59
4,65720000,65900000,80
4,65900000,65920000,65
4,65920000,67620000,58
4,67620000,68590000,61
4,68590000,69170000,63
4,69170000,69340000,32
4,69340000,69490000,23
4,69490000,69540000,31
4,69540000,69650000,47
4,69650000,69870000,33
4,69870000,70460000,64
4,70460000,71550000,61
4,71550000,71840000,57
4,71840000,74850000,61
4,74850000,75270000,64
4,75270000,75320000,40
4,75320000,75430000,64
4,75430000,75480000,0
4,75480000,76580000,62
4,76580000,76670000,39
4,76670000,76740000,62
4,76740000,76920000,57
4,76920000,79090000,61
4,79090000,79760000,60
4,79760000,81100000,61
4,81100000,81190000,55
4,81190000,83030000,60
4,83030000,83350000,63
4,83350000,84180000,60
4,84180000,84400000,81
4,84400000,84620000,60
4,84620000,85380000,63
4,85380000,85670000,60
4,85670000,87790000,64
4,87790000,87970000,58
4,87970000,91490000,62
4,91490000,91670000,43
4,91670000,92070000,63
4,92070000,92120000,46
4,92120000,92910000,64
4,92910000,95220000,61
4,95220000,97120000,63
4,97120000,99350000,65
4,99350000,99830000,62
4,99830000,99890000,56
4,99890000,101300000,62
4,101300000,101520000,87
4,101520000,103820000,65
4,103820000,103880000,72
4,103880000,106830000,64
4,106830000,106950000,82
4,106950000,107050000,88
4,107050000,107330000,65
4,107330000,108640000,62
4,108640000,111670000,59
4,111670000,112190000,61
4,112190000,112450000,64
4,112450000,112560000,84
4,112560000,113420000,64
4,113420000,115770000,59
4,115770000,118880000,61
4,118880000,119510000,54
4,119510000,121620000,56
4,121620000,124790000,54
4,124790000,125790000,57
4,125790000,125940000,80
4,125940000,126460000,57
4,126460000,128170000,54
