chromosome,start,end,segmented_coverage
1,145120000,145200000,45
1,145200000,145300000,67
1,145300000,145380000,44
1,145380000,145500000,21
1,145500000,145590000,19
1,145590000,145830000,22
1,145830000,145880000,0
1,145880000,145950000,13
1,145950000,146020000,24
1,146020000,146170000,13
1,146170000,146300000,0
1,146300000,146460000,13
1,146460000,146490000,31
1,146490000,146950000,24
1,146950000,147390000,23
1,147390000,147420000,28
1,147420000,147490000,14
1,147490000,147600000,19
1,147600000,147710000,13
1,147710000,147830000,22
1,147830000,147910000,13
1,147910000,148030000,28
1,148030000,148170000,0
1,148170000,148370000,22
1,148370000,148510000,0
1,148510000,148690000,28
1,148690000,148740000,0
1,148740000,148830000,27
1,148830000,148960000,69
1,148960000,149000000,0
1,149000000,149460000,28
1,149460000,149510000,0
1,149510000,149640000,12
1,149640000,149790000,31
1,149790000,149960000,19
1,149960000,150230000,24
1,150230000,150270000,19
1,150270000,150450000,23
1,150450000,150610000,19
1,150610000,150850000,24
1,150850000,151590000,20
1,151590000,151660000,25
1,151660000,152060000,21
1,152060000,152290000,25
1,152290000,152380000,34
1,152380000,152550000,26
1,152550000,152600000,15
1,152600000,153310000,28
1,153310000,153800000,23
1,153800000,154750000,25
1,154750000,155300000,22
1,155300000,155510000,28
1,155510000,155900000,26
1,155900000,156270000,21
1,156270000,156330000,26
1,156330000,156930000,22
1,156930000,157060000,27
1,157060000,157180000,24
1,157180000,157910000,28
1,157910000,158120000,22
1,158120000,159100000,30
1,159100000,159190000,25
1,159190000,159750000,30
1,159750000,159950000,23
1,159950000,160000000,28
1,160000000,160200000,22
1,160200000,160310000,28
1,160310000,160400000,22
1,160400000,160890000,27
1,160890000,161230000,23
1,161230000,161410000,26
1,161410000,161450000,60
1,161450000,161550000,28
1,161550000,161700000,24
1,161700000,161810000,29
1,161810000,161890000,34
1,161890000,161930000,30
1,161930000,162470000,27
1,162470000,162980000,29
1,162980000,164450000,31
1,164450000,165170000,28
1,165170000,165450000,26
1,165450000,165860000,28
1,165860000,166150000,25
1,166150000,166400000,28
1,166400000,166780000,30
1,166780000,166960000,27
1,166960000,167020000,31
1,167020000,167180000,25
1,167180000,167390000,30
1,167390000,167880000,26
1,167880000,168040000,33
1,168040000,168480000,27
1,168480000,168980000,29
1,168980000,169100000,27
1,169100000,169450000,32
1,169450000,169890000,29
1,169890000,170010000,36
1,170010000,171220000,30
1,171220000,171810000,28
1,171810000,172390000,31
1,172390000,172480000,28
1,172480000,172580000,33
1,172580000,174150000,29
1,174150000,174710000,31
1,174710000,175030000,28
1,175030000,175200000,25
1,175200000,175270000,30
1,175270000,175870000,25
1,175870000,176170000,31
1,176170000,178060000,28
1,178060000,178450000,31
1,178450000,178520000,23
1,178520000,178630000,27
1,178630000,178740000,29
1,178740000,178900000,33
1,178900000,179110000,25
1,179110000,179560000,28
1,179560000,179650000,32
1,179650000,179720000,28
1,179720000,179810000,23
1,179810000,179940000,30
1,179940000,180070000,33
1,180070000,180090000,29
1,180090000,180250000,23
1,180250000,180480000,31
1,180480000,180620000,27
1,180620000,180860000,32
1,180860000,181770000,26
1,181770000,182020000,29
1,182020000,182430000,26
1,182430000,182550000,29
1,182550000,182680000,25
1,182680000,183130000,29
1,183130000,183170000,27
1,183170000,183340000,25
1,183340000,183390000,27
1,183390000,183450000,29
1,183450000,183530000,32
1,183530000,183590000,24
1,183590000,184660000,29
1,184660000,184720000,35
1,184720000,185060000,28
1,185060000,185280000,32
1,185280000,185670000,29
1,185670000,186110000,33
1,186110000,187840000,31
1,187840000,192390000,34
1,192390000,193640000,30
1,193640000,197720000,33
1,197720000,198050000,30
1,198050000,199160000,33
1,199160000,199780000,31
1,199780000,200730000,28
1,200730000,200840000,32
1,200840000,202300000,23
1,202300000,202550000,29
1,202550000,205930000,24
1,205930000,206070000,0
1,206070000,206340000,26
1,206340000,206480000,0
1,206480000,206590000,33
1,206590000,207250000,25
1,207250000,207700000,30
1,207700000,207750000,18
1,207750000,207970000,30
1,207970000,208070000,24
1,208070000,208160000,29
1,208160000,208450000,23
1,208450000,209570000,28
1,209570000,210090000,25
1,210090000,210360000,31
1,210360000,210980000,26
1,210980000,211650000,28
1,211650000,211910000,24
1,211910000,211980000,31
1,211980000,212110000,27
1,212110000,212290000,31
1,212290000,212430000,25
1,212430000,212580000,29
1,212580000,212700000,23
1,212700000,213160000,27
1,213160000,213450000,31
1,213450000,213550000,26
1,213550000,213600000,23
1,213600000,214780000,28
1,214780000,216900000,31
1,216900000,217320000,28
1,217320000,217600000,30
1,217600000,218060000,32
1,218060000,218970000,29
1,218970000,219700000,31
1,219700000,220690000,28
1,220690000,220850000,32
1,220850000,221230000,28
1,221230000,221870000,30
1,221870000,222610000,28
1,222610000,222730000,24
1,222730000,223190000,30
1,223190000,223400000,24
1,223400000,223640000,27
1,223640000,223700000,23
1,223700000,223750000,13
1,223750000,223800000,0
1,223800000,223960000,24
1,223960000,224790000,27
1,224790000,225120000,26
1,225120000,225560000,32
1,225560000,225680000,25
1,225680000,225850000,30
1,225850000,226170000,24
1,226170000,226260000,27
1,226260000,226330000,24
1,226330000,226510000,28
1,226510000,227190000,24
1,227190000,227510000,32
1,227510000,227910000,27
1,227910000,228700000,24
1,228700000,228740000,29
1,228740000,228790000,115
1,228790000,229360000,26
1,229360000,231460000,17
1,231460000,231720000,20
1,231720000,233280000,18
1,233280000,234200000,19
1,234200000,234560000,18
1,234560000,234610000,21
1,234610000,235190000,17
1,235190000,235240000,0
1,235240000,235330000,16
1,235330000,235500000,20
1,235500000,235840000,17
1,235840000,236000000,21
1,236000000,237300000,18
1,237300000,237960000,20
1,237960000,238140000,18
1,238140000,238600000,20
1,238600000,239190000,21
1,239190000,239950000,20
1,239950000,240320000,18
1,240320000,240600000,20
1,240600000,241630000,19
1,241630000,242060000,20
1,242060000,242200000,16
1,242200000,243070000,19
1,243070000,243280000,17
1,243280000,244070000,21
1,244070000,244560000,17
1,244560000,244760000,20
1,244760000,246180000,17
1,246180000,246360000,19
1,246360000,246510000,21
1,246510000,246650000,19
1,246650000,246700000,15
1,246700000,246840000,19
1,246840000,246880000,16
1,246880000,246950000,18
1,246950000,247000000,15
1,247000000,247090000,20
1,247090000,247310000,18
1,247310000,247440000,20
1,247440000,247630000,16
1,247630000,247700000,19
1,247700000,247990000,21
1,247990000,248080000,17
1,248080000,248670000,21
1,248670000,248910000,19
1,248910000,249050000,0
1,249050000,249250621,16
2,0,1470000,19
2,1470000,2000000,17
2,2000000,2500000,19
2,2500000,2660000,17
2,2660000,2800000,15
2,2800000,2960000,17
2,2960000,3030000,20
2,3030000,3530000,17
2,3530000,3580000,0
2,3580000,3730000,16
2,3730000,4230000,18
2,4230000,4950000,21
2,4950000,5020000,18
2,5020000,5110000,0
2,5110000,9240000,19
2,9240000,9540000,16
2,9540000,9780000,18
2,9780000,9980000,15
2,9980000,10060000,20
2,10060000,10160000,18
2,10160000,10710000,16
2,10710000,10830000,19
2,10830000,11310000,16
2,11310000,11490000,22
2,11490000,12050000,17
2,12050000,12320000,18
2,12320000,12710000,20
2,12710000,12920000,18
2,12920000,13050000,19
2,13050000,14410000,22
2,14410000,15170000,20
2,15170000,15310000,17
2,15310000,15780000,20
2,15780000,15990000,16
2,15990000,16050000,19
2,16050000,16280000,16
2,16280000,16330000,0
2,16330000,16520000,17
2,16520000,16780000,20
2,16780000,16980000,18
2,16980000,17760000,21
2,17760000,17840000,17
2,17840000,17970000,21
2,17970000,18300000,18
2,18300000,19180000,20
2,19180000,19230000,11
2,19230000,19830000,20
2,19830000,20090000,17
2,20090000,20260000,21
2,20260000,20450000,16
2,20450000,20550000,21
2,20550000,20710000,17
2,20710000,20870000,15
2,20870000,20890000,18
2,20890000,21130000,20
2,21130000,21180000,9
2,21180000,21290000,18
2,21290000,21470000,21
2,21470000,21680000,18
2,21680000,23220000,20
2,23220000,23690000,17
2,23690000,23930000,15
2,23930000,23950000,18
2,23950000,24060000,21
2,24060000,24710000,18
2,24710000,24790000,20
2,24790000,24970000,22
2,24970000,24990000,19
2,24990000,25340000,16
2,25340000,25610000,15
2,25610000,25660000,16
2,25660000,25870000,19
2,25870000,25950000,16
2,25950000,26100000,20
2,26100000,26250000,16
2,26250000,26660000,18
2,26660000,27750000,16
2,27750000,27920000,19
2,27920000,28030000,17
2,28030000,28080000,19
2,28080000,28330000,21
2,28330000,28470000,19
2,28470000,28930000,16
2,28930000,29190000,19
2,29190000,29290000,15
2,29290000,29410000,20
2,29410000,30390000,18
2,30390000,30670000,16
2,30670000,30860000,21
2,30860000,31610000,17
2,31610000,35080000,19
2,35080000,35970000,22
2,35970000,37940000,19
2,37940000,38000000,28
2,38000000,38060000,19
2,38060000,38130000,17
2,38130000,38300000,20
2,38300000,38360000,16
2,38360000,38600000,18
2,38600000,38770000,16
2,38770000,38850000,21
2,38850000,39040000,17
2,39040000,39160000,19
2,39160000,39200000,17
2,39200000,39290000,22
2,39290000,39450000,19
2,39450000,39660000,21
2,39660000,39970000,19
2,39970000,40730000,20
2,40730000,41590000,22
2,41590000,42090000,20
2,42090000,42380000,16
2,42380000,42560000,20
2,42560000,42730000,18
2,42730000,42800000,15
2,42800000,42900000,18
2,42900000,42980000,19
2,42980000,43520000,15
2,43520000,44220000,20
2,44220000,44390000,17
2,44390000,44490000,19
2,44490000,44550000,18
2,44550000,45010000,20
2,45010000,45160000,17
2,45160000,45280000,15
2,45280000,45590000,18
2,45590000,45820000,21
2,45820000,45870000,19
2,45870000,46800000,17
2,46800000,47020000,20
2,47020000,47200000,16
2,47200000,47330000,14
2,47330000,47420000,19
2,47420000,47590000,16
2,47590000,47720000,18
2,47720000,48030000,16
2,48030000,48740000,19
2,48740000,48800000,15
2,48800000,48980000,20
2,48980000,49260000,18
2,49260000,50270000,20
2,50270000,50570000,22
2,50570000,51020000,20
2,51020000,52480000,22
2,52480000,53680000,21
2,53680000,54190000,19
2,54190000,54280000,17
2,54280000,54710000,20
2,54710000,54910000,18
2,54910000,55330000,20
2,55330000,55400000,17
2,55400000,56690000,20
2,56690000,58470000,21
2,58470000,59980000,20
2,59980000,60560000,18
2,60560000,60750000,16
2,60750000,61110000,17
2,61110000,61370000,20
2,61370000,61430000,17
2,61430000,61620000,21
2,61620000,62130000,18
2,62130000,62370000,19
2,62370000,62720000,17
2,62720000,64410000,20
2,64410000,65010000,19
2,65010000,65420000,17
2,65420000,65500000,19
2,65500000,65820000,17
2,65820000,66890000,19
2,66890000,67860000,20
2,67860000,69370000,19
2,69370000,70170000,18
2,70170000,71410000,17
2,71410000,71570000,19
2,71570000,71680000,21
2,71680000,71840000,15
2,71840000,72420000,17
2,72420000,73050000,21
2,73050000,73140000,17
2,73140000,73520000,15
2,73520000,73630000,19
2,73630000,73840000,21
2,73840000,74120000,18
2,74120000,74800000,16
2,74800000,75010000,19
2,75010000,75160000,16
2,75160000,75870000,19
2,75870000,77000000,21
2,77000000,79070000,22
2,79070000,79610000,19
2,79610000,80070000,21
2,80070000,80820000,19
2,80820000,81130000,20
2,81130000,84100000,21
2,84100000,85030000,20
2,85030000,85220000,16
2,85220000,85360000,18
2,85360000,86280000,16
2,86280000,86440000,19
2,86440000,86600000,17
2,86600000,87010000,19
2,87010000,87100000,16
2,87100000,87350000,20
2,87350000,87570000,39
2,87570000,87670000,59
2,87670000,87720000,0
2,87720000,88020000,35
2,88020000,89640000,18
2,89640000,89830000,0
2,89830000,90320000,26
2,90320000,90370000,0
2,90370000,90490000,96
2,90490000,90550000,20
2,90550000,91590000,0
2,91590000,91920000,69
2,91920000,92230000,28
2,92230000,92280000,92
2,92280000,92330000,1185
2,92330000,95320000,0
2,95320000,95640000,20
2,95640000,95730000,16
2,95730000,95930000,18
2,95930000,96100000,15
2,96100000,96310000,21
2,96310000,96500000,17
2,96500000,96660000,27
2,96660000,97670000,16
2,97670000,97740000,21
2,97740000,97800000,19
2,97800000,97930000,32
2,97930000,103010000,18
2,103010000,104100000,20
2,104100000,104910000,21
2,104910000,105080000,19
2,105080000,105610000,18
2,105610000,105710000,21
2,105710000,106970000,17
2,106970000,107090000,20
2,107090000,107210000,16
2,107210000,108880000,19
2,108880000,109340000,18
2,109340000,109520000,20
2,109520000,109650000,15
2,109650000,109990000,17
2,109990000,110110000,15
2,110110000,110250000,0
2,110250000,110300000,14
2,110300000,110380000,19
2,110380000,110530000,17
2,110530000,110680000,19
2,110680000,110740000,13
2,110740000,110860000,19
2,110860000,110990000,28
2,110990000,111080000,18
2,111080000,111150000,24
2,111150000,112030000,18
2,112030000,112170000,26
2,112170000,112370000,22
2,112370000,112510000,18
2,112510000,112580000,26
2,112580000,112960000,18
2,112960000,113220000,21
2,113220000,113920000,18
2,113920000,114100000,15
2,114100000,114140000,17
2,114140000,114520000,21
2,114520000,114650000,17
2,114650000,114730000,21
2,114730000,114840000,18
2,114840000,116040000,20
2,116040000,116630000,21
2,116630000,118170000,20
2,118170000,119400000,19
2,119400000,119430000,22
2,119430000,119870000,17
2,119870000,120020000,15
2,120020000,120510000,18
2,120510000,120740000,22
2,120740000,120830000,19
2,120830000,120910000,21
2,120910000,120960000,19
2,120960000,122110000,15
2,122110000,122140000,18
2,122140000,122270000,20
2,122270000,122440000,18
2,122440000,122890000,17
2,122890000,123010000,16
2,123010000,123640000,20
2,123640000,124770000,21
2,124770000,125700000,19
2,125700000,127390000,20
2,127390000,127810000,17
2,127810000,127860000,13
2,127860000,128050000,17
2,128050000,128120000,21
2,128120000,128290000,18
2,128290000,128460000,16
2,128460000,128550000,20
2,128550000,129600000,17
2,129600000,130460000,19
2,130460000,131240000,17
2,131240000,131310000,12
2,131310000,131370000,18
2,131370000,131420000,27
2,131420000,131480000,19
2,131480000,131920000,17
2,131920000,132140000,19
2,132140000,132230000,14
2,132230000,132290000,11
2,132290000,132600000,15
2,132600000,132760000,16
2,132760000,132820000,29
2,132820000,132960000,19
2,132960000,133030000,58
2,133030000,133130000,31
2,133130000,133490000,13
2,133490000,134560000,15
2,134560000,135630000,13
2,135630000,136450000,15
2,136450000,136800000,14
2,136800000,137220000,13
2,137220000,137750000,14
2,137750000,139750000,15
2,139750000,144460000,16
2,144460000,145430000,15
2,145430000,148050000,16
2,148050000,148470000,15
2,148470000,149280000,16
2,149280000,149700000,13
2,149700000,149790000,0
2,149790000,149960000,14
2,149960000,151990000,15
2,151990000,152300000,14
2,152300000,152740000,15
2,152740000,153500000,14
2,153500000,154450000,15
2,154450000,155770000,16
2,155770000,156880000,17
2,156880000,157170000,16
2,157170000,157350000,14
2,157350000,158620000,16
2,158620000,158930000,14
2,158930000,159500000,16
2,159500000,160090000,13
2,160090000,160530000,16
2,160530000,161990000,15
2,161990000,162880000,17
2,162880000,162990000,14
2,162990000,164220000,17
2,164220000,168630000,16
2,168630000,170570000,15
2,170570000,170710000,13
2,170710000,170970000,16
2,170970000,171310000,14
2,171310000,171840000,13
2,171840000,172040000,16
2,172040000,172200000,14
2,172200000,172370000,15
2,172370000,172500000,13
2,172500000,172940000,15
2,172940000,173330000,13
2,173330000,174940000,14
2,174940000,175350000,15
2,175350000,175660000,13
2,175660000,176930000,15
2,176930000,177050000,11
2,177050000,179460000,15
2,179460000,184760000,16
2,184760000,186970000,17
2,186970000,187810000,16
2,187810000,187860000,13
2,187860000,188100000,16
2,188100000,190290000,17
2,190290000,191030000,16
2,191030000,191750000,15
2,191750000,191810000,18
2,191810000,192340000,15
2,192340000,192460000,14
2,192460000,192850000,15
2,192850000,196200000,17
2,196200000,198120000,15
2,198120000,198500000,14
2,198500000,199320000,15
2,199320000,199980000,16
2,199980000,201920000,15
2,201920000,202140000,13
2,202140000,202720000,15
2,202720000,203130000,12
2,203130000,203270000,13
2,203270000,204090000,15
2,204090000,205430000,14
2,205430000,206140000,16
2,206140000,206470000,15
2,206470000,206850000,12
2,206850000,207130000,14
2,207130000,207820000,15
2,207820000,208400000,14
2,208400000,208480000,16
2,208480000,209140000,13
2,209140000,215310000,16
2,215310000,216550000,15
2,216550000,217080000,14
2,217080000,217160000,12
2,217160000,217400000,13
2,217400000,217810000,12
2,217810000,218650000,14
2,218650000,218900000,11
2,218900000,219120000,13
2,219120000,219310000,11
2,219310000,219460000,15
2,219460000,220300000,12
2,220300000,220510000,10
2,220510000,220790000,13
2,220790000,220930000,15
2,220930000,221070000,13
2,221070000,223140000,15
2,223140000,223990000,14
2,223990000,224470000,15
2,224470000,225310000,13
2,225310000,225480000,15
2,225480000,225650000,13
2,225650000,225910000,15
2,225910000,227160000,16
2,227160000,227820000,15
2,227820000,227900000,13
2,227900000,228230000,15
2,228230000,228330000,13
2,228330000,228460000,16
2,228460000,228740000,13
2,228740000,230170000,15
2,230170000,230630000,14
2,230630000,230730000,16
2,230730000,231190000,13
2,231190000,231430000,15
2,231430000,231920000,13
2,231920000,232040000,15
2,232040000,232620000,12
2,232620000,232720000,16
2,232720000,232810000,11
2,232810000,233080000,15
2,233080000,233560000,12
2,233560000,233680000,15
2,233680000,233730000,13
2,233730000,234000000,12
2,234000000,234050000,0
2,234050000,234400000,12
2,234400000,234620000,15
2,234620000,235840000,13
2,235840000,235960000,11
2,235960000,236250000,14
2,236250000,237130000,12
2,237130000,237460000,14
2,237460000,237770000,12
2,237770000,238400000,13
2,238400000,238520000,11
2,238520000,239800000,13
2,239800000,239850000,0
2,239850000,243100000,12
2,243100000,243199373,0
3,0,60000,0
3,60000,610000,26
3,610000,660000,34
3,660000,2600000,26
3,2600000,3510000,24
3,3510000,3600000,26
3,3600000,3850000,23
3,3850000,4360000,15
3,4360000,4880000,33
3,4880000,5020000,36
3,5020000,5160000,30
3,5160000,5440000,33
3,5440000,6080000,35
3,6080000,7550000,37
3,7550000,8040000,35
3,8040000,8450000,15
3,8450000,8920000,13
3,8920000,9000000,15
3,9000000,9330000,12
3,9330000,9530000,14
3,9530000,11110000,12
3,11110000,11830000,13
3,11830000,12460000,14
3,12460000,12710000,13
3,12710000,13020000,11
3,13020000,13760000,19
3,13760000,13810000,24
3,13810000,13940000,19
3,13940000,14310000,23
3,14310000,14650000,11
3,14650000,14800000,13
3,14800000,14970000,12
3,14970000,15030000,15
3,15030000,15180000,13
3,15180000,15300000,15
3,15300000,15600000,12
3,15600000,15720000,14
3,15720000,15820000,16
3,15820000,15890000,17
3,15890000,16000000,14
3,16000000,16210000,23
3,16210000,16390000,13
3,16390000,16520000,21
3,16520000,16600000,12
3,16600000,16850000,15
3,16850000,17180000,36
3,17180000,17260000,14
3,17260000,17730000,16
3,17730000,18210000,15
3,18210000,18610000,16
3,18610000,18880000,15
3,18880000,19850000,26
3,19850000,19950000,24
3,19950000,20170000,23
3,20170000,20460000,24
3,20460000,21840000,26
3,21840000,22380000,27
3,22380000,23620000,26
3,23620000,23850000,22
3,23850000,24330000,24
3,24330000,25160000,26
3,25160000,25320000,15
3,25320000,25640000,14
3,25640000,26060000,15
3,26060000,26410000,25
3,26410000,27200000,15
3,27200000,27410000,25
3,27410000,27500000,28
3,27500000,27820000,22
3,27820000,28580000,26
3,28580000,28890000,24
3,28890000,30640000,26
3,30640000,31560000,24
3,31560000,31700000,26
3,31700000,31790000,20
3,31790000,32800000,22
3,32800000,33250000,21
3,33250000,33600000,24
3,33600000,33750000,27
3,33750000,33920000,25
3,33920000,34090000,22
3,34090000,34600000,24
3,34600000,36350000,26
3,36350000,36560000,24
3,36560000,36720000,15
3,36720000,37190000,33
3,37190000,37290000,13
3,37290000,37420000,15
3,37420000,37950000,13
3,37950000,38200000,47
3,38200000,38300000,60
3,38300000,38350000,46
3,38350000,38800000,31
3,38800000,39140000,35
3,39140000,39250000,28
3,39250000,39610000,33
3,39610000,40130000,15
3,40130000,41400000,14
3,41400000,41800000,15
3,41800000,41850000,17
3,41850000,41980000,14
3,41980000,43260000,13
3,43260000,43400000,14
3,43400000,43450000,12
3,43450000,43770000,15
3,43770000,44220000,13
3,44220000,44450000,15
3,44450000,44640000,12
3,44640000,44900000,14
3,44900000,45300000,12
3,45300000,45350000,15
3,45350000,45420000,12
3,45420000,45580000,14
3,45580000,45730000,12
3,45730000,46390000,14
3,46390000,46700000,13
3,46700000,46760000,11
3,46760000,46890000,14
3,46890000,47060000,10
3,47060000,47200000,14
3,47200000,47270000,13
